organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Tg,Tg_host surface / receptor repertoire · mouse brain,host effect,"mouse brain; bradyzoite, chronic CNS infection",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse brain.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic CNS infection protein binds is present in mouse brain at all."
Tg,Tg_host response to infection · mouse brain,host effect,"mouse brain; bradyzoite, chronic CNS infection",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse brain.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic CNS infection protein binds is present in mouse brain at all."
Tg,Tg_host proteome · mouse skeletal muscle,host effect,"mouse skeletal muscle; bradyzoite, chronic muscle infection",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse skeletal muscle.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic muscle infection protein binds is present in mouse skeletal muscle at all."
Tg,Tg_host transcriptome · mouse skeletal muscle,host effect,"mouse skeletal muscle; bradyzoite, chronic muscle infection",host_gene,A,8635,100.0%,,skeletal_muscle_tpm,"1 columns of 8,635 host proteins",average,,,,,
Tg,Tg_host surface / receptor repertoire · mouse skeletal muscle,host effect,"mouse skeletal muscle; bradyzoite, chronic muscle infection",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse skeletal muscle.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic muscle infection protein binds is present in mouse skeletal muscle at all."
Tg,Tg_host response to infection · mouse skeletal muscle,host effect,"mouse skeletal muscle; bradyzoite, chronic muscle infection",host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of mouse skeletal muscle.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a bradyzoite, chronic muscle infection protein binds is present in mouse skeletal muscle at all."
Tg,Tg_host proteome · human neuron,host effect,"human neuron; bradyzoite, neuronal cyst",host_gene,-,0,,,,,average,,,missing,"Swept 2026-08-22. The reachable neuron baselines are iPSC-derived SENSORY neurons (E-ENAD-33) and hESC differentiations, not the CNS neurons a bradyzoite encysts in. GTEx brain regions are tissue rather than cell type, which is the substitution refused here before.",A CNS-neuron transcriptome or proteome measured per cell type -- iPSC-derived cortical neurons or a sorted-nuclei brain dataset -- rather than a brain region or a sensory neuron.
Tg,Tg_host transcriptome · human neuron,host effect,"human neuron; bradyzoite, neuronal cyst",host_gene,-,0,,,,,average,,,missing,"Swept 2026-08-22. The reachable neuron baselines are iPSC-derived SENSORY neurons (E-ENAD-33) and hESC differentiations, not the CNS neurons a bradyzoite encysts in. GTEx brain regions are tissue rather than cell type, which is the substitution refused here before.",A CNS-neuron transcriptome or proteome measured per cell type -- iPSC-derived cortical neurons or a sorted-nuclei brain dataset -- rather than a brain region or a sensory neuron.
Tg,Tg_host surface / receptor repertoire · human neuron,host effect,"human neuron; bradyzoite, neuronal cyst",host_gene,-,0,,,,,fill,,,missing,"Swept 2026-08-22. The reachable neuron baselines are iPSC-derived SENSORY neurons (E-ENAD-33) and hESC differentiations, not the CNS neurons a bradyzoite encysts in. GTEx brain regions are tissue rather than cell type, which is the substitution refused here before.",A CNS-neuron transcriptome or proteome measured per cell type -- iPSC-derived cortical neurons or a sorted-nuclei brain dataset -- rather than a brain region or a sensory neuron.
Tg,Tg_host response to infection · human neuron,host effect,"human neuron; bradyzoite, neuronal cyst",host_gene,-,0,,,,,separate,,,missing,"Swept 2026-08-22. The reachable neuron baselines are iPSC-derived SENSORY neurons (E-ENAD-33) and hESC differentiations, not the CNS neurons a bradyzoite encysts in. GTEx brain regions are tissue rather than cell type, which is the substitution refused here before.",A CNS-neuron transcriptome or proteome measured per cell type -- iPSC-derived cortical neurons or a sorted-nuclei brain dataset -- rather than a brain region or a sensory neuron.
Tg,Tg_local AF3 fold confidence and geometry,sequence,AlphaFold 3 local predictions,gene,C,1210,14.9%,,af3_,9 columns,separate,,,,,
Tg,Tg_transcription · in vivo enteric,transcription,feline enterocyte,gene,A,7739,95.1%,,ees_vs_tachyzoite_log2,1 columns,one,"PMID 38093015 GSE222835 (from the GEO index, verify assay and parasite-gene shape); PMID 38093015 GSE222819 (from the GEO index, verify assay and parasite-gene shape); GSE206344 (from the GEO index, verify assay and parasite-gene shape); PMID 32094587 GSE136123 (from the GEO index, verify assay and parasite-gene shape); PMID 32094587 GSE136060 (from the GEO index, verify assay and parasite-gene shape); PMID 29788176 GSE109087 (from the GEO index, verify assay and parasite-gene shape); PMID 29788176 GSE109086 (from the GEO index, verify assay and parasite-gene shape); PMID 30728393 GSE108740 (from the GEO index, verify assay and parasite-gene shape)",38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | 38093015: In vitro production of cat-restricted Toxoplasma pre-sexual stages. | from the GEO index; verify assay and parasite-gene shape | 32094587: A MORC-driven transcriptional switch controls Toxoplasma developmental trajectories and sexual commitment | 32094587: A MORC-driven transcriptional switch controls Toxoplasma developmental trajectories and sexual commitment | 29788176: Cooperative binding of ApiAP2 transcription factors is crucial for the expression of virulence genes in Toxoplasma gondii. | 29788176: Cooperative binding of ApiAP2 transcription factors is crucial for the expression of virulence genes in Toxoplasma gondii. | 30728393: An experimental genetically attenuated live vaccine to prevent transmission of Toxoplasma gondii by cats.,,,
Tg,Tg_fitness · in vivo gut,fitness,"enteric, sexual cycle",gene,C,8,0.1%,,"enteric_oocyst_yield, enteric_sporulation, enteric_measurements",3 columns,separate,"PMID 28288194 PLoS Pathog (AAH1/AAH2 oocyst yield in the cat); PMID 30728393 Sci Rep (HAP2 fertilisation-deficient line sheds no sporulating oocysts); PMID 36809045 mBio (LEA cluster deletion, oocyst yield unchanged); PMID PMC12942651 Pathogens (glutaredoxin 5 reduces oocyst production and sporulation)",28288194: The aromatic amino acid hydroxylase genes AAH1 and AAH2 in Toxoplasma gondii contribute to transmission in the cat. | 30728393: An experimental genetically attenuated live vaccine to prevent transmission of Toxoplasma gondii by cats. | 36809045: Late Embryogenesis Abundant proteins contribute to the resistance of Toxoplasma gondii oocysts against environmental stresses. | PMC12942651: Loss of TGME49_227100 (Glutaredoxin 5) disrupts oocyst formation and sporulation in Toxoplasma gondii.,,,
Tg,Tg_cyst wall composition,localization,bradyzoite cyst wall,gene,C,56,0.7%,,cyst_wall_,2 columns,separate,,,,,
Tg,Tg_host protein recruitment to the vacuole,host effect,parasitophorous vacuole; tachyzoite in HFF,host_gene,A,12,100.0%,,pv_enrichment_log2,1 columns of 12 host proteins,one,"PMID 34898650 PLoS Pathog (host proteins enriched at the vacuole, by context)",34898650: Toxoplasma gondii exploits the host ESCRT machinery for parasite uptake of host cytosolic proteins.,,,
