organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Pf,Pf_translation · under stress,translation,extracellular stress or iron,gene,-,0,,,,,separate,,,missing,"GEO and PubMed for ribosome profiling or polysome sequencing of P. falciparum under a named stress (2026-08-19): nothing returned at all, not even off-target hits. The arm's one ribo-seq deposit (GSE58402, now shipped) is unstressed, and the polysomal series is an unperturbed IDC time course.","Ribosome profiling of parasites under heat shock, artemisinin or nutrient limitation, with its own unstressed control."
Pf,Pf_translation efficiency · asexual blood stage,translation,asexual blood stage,gene,-,0,,,,,separate,"PMID 41099697 GSE286083 (from the GEO index, verify assay and parasite-gene shape); GSE226628 (from the GEO index, verify assay and parasite-gene shape); GSE226632 (from the GEO index, verify assay and parasite-gene shape); PMID 25493618 GSE58402 (from the GEO index, verify assay and parasite-gene shape); PMID 36380373 GSE1124, GSE117613, GSE34404, GSE35858 (automatically proposed, verify assay and parasite-gene shape)",41099697: The organization principles of P. falciparum translation initiation features and their potential as drug targets. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 25493618: Ribosome Profiling in P. falciparum asexual blood stages | 36380373: Multicohort transcriptome analysis of whole blood identifies robust human response signatures in Plasmodium falciparum infections.,,,
Pf,Pf_translation efficiency · extracellular stress,translation,extracellular stress,gene,-,0,,,,,separate,,,,,
Pf,Pf_protein abundance · asexual blood stage,protein abundance,asexual blood stage,gene,-,0,,,,,fill,"PXD075878 (from the PRIDE index, verify the modification and the organism); PXD060218 (from the PRIDE index, verify the modification and the organism); PXD048354 (from the PRIDE index, verify the modification and the organism); PXD046874 (from the PRIDE index, verify the modification and the organism); GSE326228 (from the GEO index, verify assay and parasite-gene shape); PMID 41758949 GSE302727 (from the GEO index, verify assay and parasite-gene shape); GSE267361 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33997710 GSE154840 (from the GEO index, verify assay and parasite-gene shape); GSE152608 (from the GEO index, verify assay and parasite-gene shape); PMID 32076635 GSE111333 (from the GEO index, verify assay and parasite-gene shape); GSE145378 (from the GEO index, verify assay and parasite-gene shape)","from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the GEO index; verify assay and parasite-gene shape | 41758949: Iron deficiency protects against Plasmodium infection and drives parasite molecular reprofiling. | from the GEO index; verify assay and parasite-gene shape | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33997710: PfAP2-HC, an unusual, heterochromatin-associated ApiAP2 factor of Plasmodium falciparum | from the GEO index; verify assay and parasite-gene shape | 32076635: A single nucleotide polymorphism in a Plasmodium berghei ApiAP2 transcription factor alters the development of host immunity | from the GEO index; verify assay and parasite-gene shape",,,
Pf,Pf_protein abundance · other life stages,protein abundance,stages,gene,-,0,,,,,separate,"PXD075878 (from the PRIDE index, verify the modification and the organism); PXD060218 (from the PRIDE index, verify the modification and the organism); PXD048354 (from the PRIDE index, verify the modification and the organism); PXD046874 (from the PRIDE index, verify the modification and the organism); GSE267361 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 34145386 GSE164175 (from the GEO index, verify assay and parasite-gene shape); GSE152608 (from the GEO index, verify assay and parasite-gene shape); PMID 32076635 GSE111333 (from the GEO index, verify assay and parasite-gene shape); PMID 32017676 GSE116219 (from the GEO index, verify assay and parasite-gene shape); PMID 31384004 GSE123839 (from the GEO index, verify assay and parasite-gene shape); PMID 34593836 GSE128115 (from the GEO index, verify assay and parasite-gene shape)","from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the GEO index; verify assay and parasite-gene shape | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 34145386: Protein Phosphatase 1 regulates atypical chromosome segregation and cell polarity during mitotic and meiotic division in Plasmodium sexual stages | from the GEO index; verify assay and parasite-gene shape | 32076635: A single nucleotide polymorphism in a Plasmodium berghei ApiAP2 transcription factor alters the development of host immunity | 32017676: The chromatin-bound proteome of the human malaria parasite, Plasmodium falciparum | 31384004: Transcriptome-wide dynamics of extensive m6A mRNA methylation during Plasmodium falciparum blood-stage development | 34593836: Malaria Host Pathogen Center Experiment 07A and 07B - Macaca fascicularis infected with Plasmodium knowlesi to produce and integrate clinical, hematological, parasitological, omics, telemetric and histopathological measures of acute primary infection.",,,
Pf,Pf_thermal stability (melting temperature) · asexual blood stage,protein abundance,asexual blood stage,gene,-,0,,,,,one,,,missing,"GEO for Plasmodium thermal proteome profiling, PRIDE for the same, and PubMed for CETSA or meltome in a malaria parasite (2026-08-19). GEO returns chromatin and transcriptome series ranked by recency -- GSE326228, GSE302727, GSE267361 and three more, none of them a melting curve. The Toxoplasma arm has one (mineCETSA, PMID 35976251); this organism does not.","A thermal proteome profile of asexual blood-stage parasites: melting temperature per protein, with or without a compound."
Pf,Pf_protein turnover · asexual blood stage,protein abundance,asexual blood stage,gene,-,0,,,,,one,,,missing,"The same sweep, and it returns the same six series as thermal stability, which is the shape of a search with nothing to find (2026-08-19). No pulse-SILAC, no cycloheximide chase and no degradation-rate table for P. falciparum in GEO or PRIDE. The Toxoplasma arm reached the same verdict across 233 ProteomeXchange deposits.",Pulse-SILAC or a cycloheximide chase with proteome-wide degradation rates.
Pf,Pf_phosphorylation · asexual blood stage,PTM,asexual blood stage,gene,A,5720,100.0%,2503,"n_phosphosites, has_phospho",2 columns,one,"PXD009465 (from the PRIDE index, verify the modification and the organism); PXD005207 (from the PRIDE index, verify the modification and the organism); GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism | from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_phosphorylation · kinase-substrate,PTM,perturbation,gene,C,62,1.1%,,cdpk1_dependent_sites,1 columns,separate,"PXD009465 (from the PRIDE index, verify the modification and the organism); PXD005207 (from the PRIDE index, verify the modification and the organism)",from the PRIDE index; verify the modification and the organism | from the PRIDE index; verify the modification and the organism,,,
Pf,Pf_acetylation,PTM,life stages,gene,A,5720,100.0%,1127,"n_acetylsites, has_acetyl",2 columns,one,"GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE227873 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 19091060 GSE13251 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 19091060: Comparison of relative transcript and protein abundance in Plasmodium falciparum schizont stage parasites",,,
Pf,Pf_N-myristoylation · asexual blood stage,PTM,asexual blood stage,gene,C,609,10.6%,,is_myristoylated,1 columns,one,,,,,
Pf,Pf_arginine methylation · asexual blood stage,PTM,asexual blood stage,gene,-,0,,,,,one,,,missing,"GEO, PRIDE and PubMed for an arginine-methylproteome of P. falciparum (2026-08-19). The sweep returns lactylation and chromatin studies -- GSE304394, GSE212052, GSE215426 -- because the assay term matches any post-translational study. Histone arginine methylation is measured in this organism (H3R2me2s ChIP, GSE214535), which is a chromatin mark rather than a per-protein methylproteome and answers a different slot.","An R-methyl peptide enrichment with sites per protein, of the kind the Toxoplasma arm carries from ToxoDB."
Pf,Pf_lactylation · asexual blood stage,PTM,asexual blood stage,gene,A,5720,100.0%,144,"n_lactylsites, has_lactyl",2 columns,one,"GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_S-nitrosylation · asexual blood stage,PTM,asexual blood stage,gene,-,0,,,,,one,"GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_ubiquitination / SUMOylation · asexual blood stage,PTM,asexual blood stage,gene,-,0,,,,,one,"PXD042503 (from the PRIDE index, verify the modification and the organism); GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the PRIDE index; verify the modification and the organism | from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_glycosylation · asexual blood stage,PTM,asexual blood stage,gene,-,0,,,,,one,"GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_palmitoylation · asexual blood stage,PTM,asexual blood stage,gene,A,5720,100.0%,503,is_palmitoylated,1 columns,separate,"GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215427 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 35938722 GSE208865 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 21558492 GSE24416 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 35938722: The Plasmodium falciparum Nuclear Protein Phosphatase NIF4 is Required for Efficient Merozoite Invasion and Regulates Artemisinin Sensitivity | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 21558492: Quantitative time-course profiling of Plasmodium falciparum transcripts and proteins throughout the 48-hour intraerythrocytic developmental cycle",,,
Pf,Pf_fitness · asexual blood stage,fitness,asexual blood stage,gene,A,5385,94.1%,,piggybac_,2 columns,one,"GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); GSE119516 (from the GEO index, verify assay and parasite-gene shape); PMID 37219373 GSE223497 (from the GEO index, verify assay and parasite-gene shape); PMID 36624300 GSE205012 (from the GEO index, verify assay and parasite-gene shape); PMID 37067430 GSE188542 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37219373: A novel Modulator of Ring Stage Translation (MRST) gene alters artemisinin sensitivity in Plasmodium falciparum | 36624300: Protein KIC5 is a novel regulator of artemisinin stress response in the malaria parasite Plasmodium falciparum | 37067430: Antimalarial genetic screens of Plasmodium falciparum show peculiarities between the DHA and BTZ responses | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_fitness · gametocyte,fitness,gametocyte,gene,-,0,,,,,one,"GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149773 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149772 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_fitness · oxidative stress,fitness,oxidant,gene,-,0,,,,,one,,,missing,"GEO and PubMed for a pooled screen scored under oxidative challenge in P. falciparum (2026-08-19): nothing returned. piggyBac saturation mutagenesis is scored in standard culture, and the Toxoplasma arm's counterpart comes from a dedicated screen that has no malaria equivalent.",A pooled mutant screen scored under peroxide or an equivalent oxidative challenge.
Pf,Pf_stage-conversion phenotype · asexual blood stage,fitness,asexual blood stage,gene,-,0,,,,,one,"GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); GSE119516 (from the GEO index, verify assay and parasite-gene shape); PMID 37219373 GSE223497 (from the GEO index, verify assay and parasite-gene shape); PMID 36624300 GSE205012 (from the GEO index, verify assay and parasite-gene shape); PMID 37067430 GSE188542 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37219373: A novel Modulator of Ring Stage Translation (MRST) gene alters artemisinin sensitivity in Plasmodium falciparum | 36624300: Protein KIC5 is a novel regulator of artemisinin stress response in the malaria parasite Plasmodium falciparum | 37067430: Antimalarial genetic screens of Plasmodium falciparum show peculiarities between the DHA and BTZ responses | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_stage-conversion phenotype · liver stage,fitness,liver stage,gene,-,0,,,,,one,"PMID 40558503 GSE284527 (from the GEO index, verify assay and parasite-gene shape); GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); PMID 37349497 GSE214535 (from the GEO index, verify assay and parasite-gene shape); GSE119516 (from the GEO index, verify assay and parasite-gene shape); PMID 37219373 GSE223497 (from the GEO index, verify assay and parasite-gene shape); PMID 36624300 GSE205012 (from the GEO index, verify assay and parasite-gene shape); PMID 37067430 GSE188542 (from the GEO index, verify assay and parasite-gene shape)",40558503: Chromatin landscape of H3K9ac and its modifier GCN5 in the malaria parasite | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37349497: Chromatin profiling of H3R2me2s in human malaria parasite | from the GEO index; verify assay and parasite-gene shape | 37219373: A novel Modulator of Ring Stage Translation (MRST) gene alters artemisinin sensitivity in Plasmodium falciparum | 36624300: Protein KIC5 is a novel regulator of artemisinin stress response in the malaria parasite Plasmodium falciparum | 37067430: Antimalarial genetic screens of Plasmodium falciparum show peculiarities between the DHA and BTZ responses,,,
Pf,Pf_stage-conversion phenotype · gametocyte,fitness,gametocyte,gene,-,0,,,,,one,"GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149773 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149772 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_drug sensitivity,fitness,compound,gene,-,0,,,,,separate,,,,,
Pf,Pf_TF binding · per factor,regulation,ChIP / CUT&RUN,gene,-,0,,,,,separate,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE329816 (from the GEO index, verify assay and parasite-gene shape); GSE295105 (from the GEO index, verify assay and parasite-gene shape); GSE295104 (from the GEO index, verify assay and parasite-gene shape); PMID 41871101 GSE299944 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41871101: Phase separation of heterochromatin protein 1 regulates virulence gene expression in Plasmodium falciparum,,,
Pf,Pf_chromatin state · asexual blood stage,regulation,asexual blood stage,gene,-,0,,,,,fill,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE295105 (from the GEO index, verify assay and parasite-gene shape); GSE295104 (from the GEO index, verify assay and parasite-gene shape); GSE317694 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_chromatin accessibility,regulation,stages,gene,-,0,,,,,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE304394 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246116 (from the GEO index, verify assay and parasite-gene shape); GSE288146 (from the GEO index, verify assay and parasite-gene shape); PMID 39412522 GSE239393 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | from the GEO index; verify assay and parasite-gene shape | 39412522: PfMORC modulates gene expression through interactions with heterochromatin in Plasmodium falciparum,,,
Pf,Pf_RNA modification · asexual blood stage,regulation,asexual blood stage,gene,-,0,,,,,separate,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE295105 (from the GEO index, verify assay and parasite-gene shape); GSE295104 (from the GEO index, verify assay and parasite-gene shape); GSE317694 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
