organism,slot,axis,context,unit,grade,genes,coverage,positive,filled_by,detail,policy,candidates,candidate_titles,blocked_by,searched,would_fill_it
Pf,Pf_analysis-derived structural holes,NEVER a feature,coexpression + cofitness - literature,gene,-,0,,,,,one,,,missing,"Blocked on a leg rather than on data: a hole is a pair the measurements agree about AND the literature has never mentioned together, and the Toxoplasma rule requires the two agreements to be INDEPENDENT -- co-expression and co-fitness. This arm now has the literature (an abstract corpus) and co-expression, but one fitness screen, so there is no co-fitness layer; using co-translation as the second leg would be two RNA-and-ribosome measurements of overlapping biology, which is one fact counted twice (2026-08-19).","A second genome-scale fitness screen in P. falciparum, which would give a co-fitness layer and with it the second independent leg."
Pf,Pf_assay confidence and significance,NEVER a feature,target evidence metadata,gene,-,0,,,,,one,,,missing,"No column of this arm's 116 carries a p-value, q-value or FDR (2026-08-19). The one confidence-like number it does have -- the PlasmoGEM screen's own confidence in each call -- belongs to the transfer slot that ships it, and a column claimed twice is the leakage this catalog exists to prevent.","A dataset that publishes per-gene significance, as the Toxoplasma host-transcription screen does with `hosttx_padj`."
Pf,Pf_host transcriptional effect per effector,host effect,dual perturb-seq,gene,-,0,,,,,separate,"GSE78931 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_domain content,sequence,InterPro,gene,A,5720,100.0%,,"n_interpro, has_domain, interpro_ids, pfam_ids",4 columns,one,,,,,
Pf,Pf_fold confidence / disorder,sequence,AlphaFold,gene,A,5098,89.1%,,"mean_plddt, plddt_fraction_",5 columns,one,,,,,
Pf,Pf_conservation breadth,sequence,OrthoMCL,gene,A,5720,100.0%,,"ortholog_number, orthogroup",2 columns,one,,,,,
Pf,Pf_paralogy,sequence,OrthoMCL,gene,A,5720,100.0%,,"paralog_number, has_paralog",2 columns,one,,,,,
Pf,Pf_sequence basics,sequence,protein,gene,A,5720,100.0%,,"length, molecular_weight, isoelectric_point, transcript_length, exon_count",5 columns,one,"GSE337518 (from the GEO index, verify assay and parasite-gene shape); GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE316842 (from the GEO index, verify assay and parasite-gene shape); GSE330120 (from the GEO index, verify assay and parasite-gene shape); GSE329817 (from the GEO index, verify assay and parasite-gene shape); GSE329816 (from the GEO index, verify assay and parasite-gene shape); GSE329814 (from the GEO index, verify assay and parasite-gene shape); GSE328775 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_strain variation,sequence,population,gene,A,5720,100.0%,,snp_,6 columns,one,"GSE316842 (from the GEO index, verify assay and parasite-gene shape); GSE330120 (from the GEO index, verify assay and parasite-gene shape); GSE329817 (from the GEO index, verify assay and parasite-gene shape); GSE329816 (from the GEO index, verify assay and parasite-gene shape); GSE329814 (from the GEO index, verify assay and parasite-gene shape); PMID 41820854 GSE272963 (from the GEO index, verify assay and parasite-gene shape); GSE301003 (from the GEO index, verify assay and parasite-gene shape); PMID 41398591 GSE300144 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41820854: Differential Expression of Mitochondrial Natural Antisense Transcripts in Clinical Samples of Plasmodium falciparum Across Multiple Disease Phenotypes | from the GEO index; verify assay and parasite-gene shape | 41398591: Transcriptome-wide analysis of Sense and Natural Antisense Transcripts (NATs) in Plasmodium vivax clinical isolates from uncomplicated or complicated diseases manifestation.,,,
Pf,Pf_literature attention,NEVER a feature,PubMed / PMC,gene,A,5720,100.0%,,"n_publications, n_papers_, attention_depth",4 columns,one,,,,,
Pf,Pf_gene identity and annotation,NEVER a feature,ToxoDB,gene,A,5720,100.0%,,"gene_id, product, gene_type, chromosome, alphafold_accession",5 columns,one,,,,,
Pf,Pf_metabolite levels,metabolism,steady state,metabolite,-,0,,,,,separate,"PMID 34593836 GSE128115 (from the GEO index, verify assay and parasite-gene shape); PMID 34593836 GSE127079 (from the GEO index, verify assay and parasite-gene shape); GSE123495 (from the GEO index, verify assay and parasite-gene shape); PMID 25453034 GSE94274 (from the GEO index, verify assay and parasite-gene shape)","34593836: Malaria Host Pathogen Center Experiment 07A and 07B - Macaca fascicularis infected with Plasmodium knowlesi to produce and integrate clinical, hematological, parasitological, omics, telemetric and histopathological measures of acute primary infection. | 34593836: Malaria Host Pathogen Center Experiment 07A and 07B - Macaca fascicularis infected with Plasmodium knowlesi to produce and integrate clinical, hematological, parasitological, omics, telemetric and histopathological measures of acute primary infection. | from the GEO index; verify assay and parasite-gene shape | 25453034: An Integrated Approach to Understanding Host-Pathogen Interactions",,,
Pf,Pf_metabolic flux,metabolism,labelled precursor,metabolite,-,0,,,,,separate,"PMID 35064153 GSE176469 (from the GEO index, verify assay and parasite-gene shape); PMID 32059044 GSE136169 (from the GEO index, verify assay and parasite-gene shape); PMID 19073607 GSE13578 (from the GEO index, verify assay and parasite-gene shape)",35064153: Metabolic Adjustments of Blood-Stage Plasmodium falciparum in Response to Sublethal Pyrazoleamide Exposure | 32059044: A mevalonate bypass system facilitates elucidation of apicoplast biology in malaria parasites | 19073607: Functional genomics investigation of PfAdoMetDC/ODC co-inhibition of Plasmodium falciparum,,,
Pf,Pf_lipid composition,metabolism,membrane lipids,metabolite,-,0,,,,,separate,"PMID 37277533 GSE197916 (from the GEO index, verify assay and parasite-gene shape); PMID 36788578 GSE218998 (from the GEO index, verify assay and parasite-gene shape); PMID 35064153 GSE176469 (from the GEO index, verify assay and parasite-gene shape); PMID 33495219 GSE159516 (from the GEO index, verify assay and parasite-gene shape)",37277533: Metabolic competition between lipid metabolism and histone methylation regulates sexual differentiation in human malaria parasites | 36788578: Metabolic responses in blood-stage malaria parasites associated with increased and decreased sensitivity to PfATP4 inhibitors | 35064153: Metabolic Adjustments of Blood-Stage Plasmodium falciparum in Response to Sublethal Pyrazoleamide Exposure | 33495219: Metabolic survival adaptations of Plasmodium falciparum exposed to sub-lethal doses of fosmidomycin,,,
Pf,Pf_enzyme classification,metabolism,annotation,gene,A,5720,100.0%,1555,"ec_number, has_ec, ec_number_orthology",3 columns,one,,,,,
Pf,Pf_resistance-conferring mutation,chemistry,in vitro evolution,gene,-,0,,,,,separate,"PMID 36306287 GSE205515 (from the GEO index, verify assay and parasite-gene shape); PMID 31615031 GSE136008 (from the GEO index, verify assay and parasite-gene shape); PMID 27222812 GSE77499 (from the GEO index, verify assay and parasite-gene shape); PMID 24968665 GSE54775 (from the GEO index, verify assay and parasite-gene shape); PMID 22732921 GSE39485 (from the GEO index, verify assay and parasite-gene shape); PMID 21985233 GSE29874 (from the GEO index, verify assay and parasite-gene shape); PMID 21849091 GSE31109 (from the GEO index, verify assay and parasite-gene shape); PMID 21849091 GSE30867 (from the GEO index, verify assay and parasite-gene shape)","36306287: Piperaquine-resistant PfCRT mutations differentially impact drug transport, hemoglobin catabolism and parasite physiology in Plasmodium falciparum asexual blood stages | 31615031: The G9a histone methyltransferase inhibitor BIX-01294 modulates gene expression during gametocyte development and transmission | 27222812: Comparative gene expression analysis of chloroquine sensitive and resistant strains of Plasmodium falciparum using RNA-Seq | 24968665: Effect of choline kinase inhibitor hexadecyltrimethylammonium bromide on Plasmodium falciparum gene expression | 22732921: Identification of a New Chemical Class of Antimalarials, ACT-213615 | 21985233: In vitro antiplasmodial activity of Dicoma anomala subsp. gerrardii (Asteraceae): identification of its main active constituent and gene expression profiling. | 21849091: Global gene expression profiling of Plasmodium falciparum in response to the anti-malarial drug pyronaridine | 21849091: Global gene expression profiling of Plasmodium falciparum in response to the anti-malarial drug pyronaridine",,,
Pf,Pf_target engagement / thermal shift,chemistry,thermal proteome,gene,-,0,,,,,average,"PMID 19073607 GSE13578 (from the GEO index, verify assay and parasite-gene shape)",19073607: Functional genomics investigation of PfAdoMetDC/ODC co-inhibition of Plasmodium falciparum,,,
Pf,Pf_RNA-binding protein targets,relation,CLIP / RIP,gene,-,0,,,,,separate,"GSE267362 (from the GEO index, verify assay and parasite-gene shape); GSE267361 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_noncoding and antisense transcription,transcription,lncRNA,gene,A,5720,100.0%,,antisense_,3 columns,separate,"GSE339382 (from the GEO index, verify assay and parasite-gene shape); GSE298061 (from the GEO index, verify assay and parasite-gene shape); GSE298024 (from the GEO index, verify assay and parasite-gene shape); PMID 28091569 GSE68667 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 28091569: Epigenetic regulation of Plasmodium falciparum adaptive plasticity in the mosquito,,,
Pf,Pf_codon usage / translation efficiency,translation,sequence-derived,gene,A,5318,93.0%,,codon_,3 columns,one,,,,,
Pf,Pf_complex membership,relation,crosslink MS interactome,gene,C,128,2.2%,,"complex_id, complex_size, complex_spans_host",3 columns,separate,,,,,
Pf,Pf_seroreactivity / antigenicity,immunity,human or animal sera,gene,C,434,7.6%,,n_bcell_epitopes,1 columns,separate,"GSE326228 (from the GEO index, verify assay and parasite-gene shape); GSE262467 (from the GEO index, verify assay and parasite-gene shape); GSE301593 (from the GEO index, verify assay and parasite-gene shape); PMID 40562206 GSE296188 (from the GEO index, verify assay and parasite-gene shape); GSE237217 (from the GEO index, verify assay and parasite-gene shape); GSE278976 (from the GEO index, verify assay and parasite-gene shape); PMID 41460168 GSE275671 (from the GEO index, verify assay and parasite-gene shape); PMID 38966997 GSE212052 (from the GEO index, verify assay and parasite-gene shape)","from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40562206: Method for deletion of variant surface antigen genes at subtelomeric region of Plasmodium falciparum. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 41460168: A system for functional studies of the major virulence factor of malaria parasites [WGS] | 38966997: DNA sequence context and the chromatin landscape differentiate sequence-specific transcription factor binding in the human malaria parasite, Plasmodium falciparum",,,
Pf,Pf_T-cell epitope content,immunity,predicted and measured,gene,C,44,0.8%,,n_tcell_epitopes,1 columns,average,"PMID 35493110 GSE186984 (from the GEO index, verify assay and parasite-gene shape); PMID 33643297 GSE163902 (from the GEO index, verify assay and parasite-gene shape); PMID 33643297 GSE163901 (from the GEO index, verify assay and parasite-gene shape); GSE152608 (from the GEO index, verify assay and parasite-gene shape); PMID 28531310 GSE85478 (from the GEO index, verify assay and parasite-gene shape); PMID 26022315 GSE59844 (from the GEO index, verify assay and parasite-gene shape); PMID 18046333 GSE9152 (from the GEO index, verify assay and parasite-gene shape)",35493110: ChIPseq of the P. falciparum bromodomain proteins PfBDP7 and PfBDP1 in early and mature schizonts | 33643297: Multipathogen analysis of IgA and IgG antigen specificity for selected pathogens in milk produced by women from diverse geographical regions: The INSPIRE Study [IgG] | 33643297: Multipathogen analysis of IgA and IgG antigen specificity for selected pathogens in milk produced by women from diverse geographical regions: The INSPIRE Study [IgG] | from the GEO index; verify assay and parasite-gene shape | 28531310: Nascent RNA sequencing reveals mechanisms of gene regulation in the human malaria parasite Plasmodium falciparum | 26022315: P. falciparum Complicated Malaria: Modulation and Connectivity between Exportome and Variant Surface Gene Families | 18046333: Distinct physiological states of Plasmodium falciparum in malaria infected patients,,,
Pf,Pf_host ESCRT recruitment,phenotype,high-content imaging,gene,-,0,,,,,separate,,,,,
Pf,Pf_invasion and egress phenotype,phenotype,high-content imaging,gene,-,0,,,,,separate,"GSE317694 (from the GEO index, verify assay and parasite-gene shape); GSE291233 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180258 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180257 (from the GEO index, verify assay and parasite-gene shape); PMID 34145386 GSE164175 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 34145386: Protein Phosphatase 1 regulates atypical chromosome segregation and cell polarity during mitotic and meiotic division in Plasmodium sexual stages,,,
Pf,Pf_essentiality in a second background,fitness,second strain,gene,-,0,,,,,separate,"PMID 40558503 GSE284527 (from the GEO index, verify assay and parasite-gene shape); GSE228948 (from the GEO index, verify assay and parasite-gene shape); GSE228947 (from the GEO index, verify assay and parasite-gene shape); PMID 37349497 GSE214535 (from the GEO index, verify assay and parasite-gene shape); GSE119516 (from the GEO index, verify assay and parasite-gene shape); PMID 37219373 GSE223497 (from the GEO index, verify assay and parasite-gene shape); PMID 36624300 GSE205012 (from the GEO index, verify assay and parasite-gene shape); PMID 37067430 GSE188542 (from the GEO index, verify assay and parasite-gene shape)",40558503: Chromatin landscape of H3K9ac and its modifier GCN5 in the malaria parasite | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 37349497: Chromatin profiling of H3R2me2s in human malaria parasite | from the GEO index; verify assay and parasite-gene shape | 37219373: A novel Modulator of Ring Stage Translation (MRST) gene alters artemisinin sensitivity in Plasmodium falciparum | 36624300: Protein KIC5 is a novel regulator of artemisinin stress response in the malaria parasite Plasmodium falciparum | 37067430: Antimalarial genetic screens of Plasmodium falciparum show peculiarities between the DHA and BTZ responses,,,
Pf,Pf_protein stage share,protein abundance,"asexual blood stage, TMT",gene,B,2706,47.3%,,protein_stage_share_,3 columns,separate,,,,,
Pf,Pf_transcription · liver stage,transcription,hepatocyte,gene,-,0,,,,,one,"PMID 41428747 GSE263643 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180258 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180257 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180256 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215429 (from the GEO index, verify assay and parasite-gene shape); PMID 37322481 GSE215426 (from the GEO index, verify assay and parasite-gene shape); PMID 39891010 GSE220039 (from the GEO index, verify assay and parasite-gene shape); PMID 35443155 GSE197459 (from the GEO index, verify assay and parasite-gene shape)",41428747: Inhibition of Wnt signaling in primary human hepatocytes promotes Plasmodium falciparum liver stage development | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 37322481: Histone post translation modification and Transcriptional differences during the Plasmodium schizont-to-ring transition | 39891010: Global gene expression of human malaria parasite liver stages throughout intrahepatocytic development | 35443155: A single-cell liver atlas of relapsing human malaria,,,
Pf,Pf_transcription · mosquito stages,transcription,"ookinete, oocyst, sporozoite",gene,-,0,,,,,separate,"PMID 41125888 GSE284537 (from the GEO index, verify assay and parasite-gene shape); PMID 40623036 GSE271105 (from the GEO index, verify assay and parasite-gene shape); PMID 40164831 GSE284425 (from the GEO index, verify assay and parasite-gene shape); PMID 39576115 GSE269994 (from the GEO index, verify assay and parasite-gene shape); PMID 38702310 GSE189034 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180258 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180257 (from the GEO index, verify assay and parasite-gene shape); PMID 37392389 GSE180256 (from the GEO index, verify assay and parasite-gene shape)",41125888: Mapping Plasmodium transitions and interactions in the Anopheles female | 40623036: The Serine/Threonine Protein Phosphatase 6 Is Required for Efficient Gametogenesis in Sexual-Stage Plasmodium berghei | 40164831: Parasite and vector circadian clocks mediate efficient malaria transmission | 39576115: An inner membrane complex protein IMC1g in Plasmodium berghei plays an essential role in asexual erythrocytic proliferation and transmission | 38702310: The DEAD-box RNA helicase PfDOZI imposes opposing actions on RNA metabolism in Plasmodium falciparum | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy | 37392389: Epigenetically-regulated RNA-binding proteins signify malaria hypnozoite dormancy,,,
Pf,Pf_transcription · gametocyte,transcription,gametocyte I-V,gene,A,5720,100.0%,,expr_gametocyte_,2 columns,average,"PMID 41986327 GSE314126 (from the GEO index, verify assay and parasite-gene shape); PMID 41484140 GSE290541 (from the GEO index, verify assay and parasite-gene shape); PMID 40623036 GSE271105 (from the GEO index, verify assay and parasite-gene shape); PMID 39576115 GSE269994 (from the GEO index, verify assay and parasite-gene shape); GSE228948 (from the GEO index, verify assay and parasite-gene shape); PMID 39369041 GSE252334 (from the GEO index, verify assay and parasite-gene shape); GSE267361 (from the GEO index, verify assay and parasite-gene shape); GSE270631 (from the GEO index, verify assay and parasite-gene shape)",41986327: GID/CTLH E3 ligase complex control cell fate programs for sexual development of Plasmodium falciparum | 41484140: PbAP2-TR plays a role in regulating major transcriptomic changes from early to late trophozoite [PbAP2-TR_RNA-seq] | 40623036: The Serine/Threonine Protein Phosphatase 6 Is Required for Efficient Gametogenesis in Sexual-Stage Plasmodium berghei | 39576115: An inner membrane complex protein IMC1g in Plasmodium berghei plays an essential role in asexual erythrocytic proliferation and transmission | from the GEO index; verify assay and parasite-gene shape | 39369041: Changes in heterochromatin distribution during the initial stages of sexual development  in Plasmodium falciparum | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape,,,
Pf,Pf_transcription · dormancy / recrudescence,transcription,artemisinin quiescence,gene,-,0,,,,,separate,"GSE301593 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE291953 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246115 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246114 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE246116 (from the GEO index, verify assay and parasite-gene shape); PMID 39332236 GSE207610 (from the GEO index, verify assay and parasite-gene shape); PMID 39639029 GSE242548 (from the GEO index, verify assay and parasite-gene shape); PMID 36061874 GSE210644 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq] | 39332236: Investigating metabolism of artemisinin-resistant falciparum malaria parasites: mitochondrial rather than apicoplast pathways are key targets? | 39639029: Total RNA sequencing of Plasmodium falciparum field parasites 2018-2020 collected from Cambodia and Vietnam | 36061874: Transcriptome-module phenotype association study implicates extracellular vesicles biogenesis in Plasmodium falciparum artemisinin resistance,,,
Pf,Pf_fitness · liver stage,fitness,hepatocyte,gene,-,0,,,,,one,,,,,
Pf,Pf_fitness · transmission,fitness,mosquito,gene,-,0,,,,,separate,"PMID 34365503 GSE175931 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE157709 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149773 (from the GEO index, verify assay and parasite-gene shape); PMID 34365503 GSE149772 (from the GEO index, verify assay and parasite-gene shape)",34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq] | 34365503: A transcriptional repressor programs gametocytogenesis in human malaria parasites (PfAP2-G5) [WGS-Seq],,,
Pf,Pf_fitness · in vivo,fitness,humanised mouse or CHMI,gene,-,0,,,,,one,,,,,
Pf,Pf_fitness · transferred from Pb,fitness,"P. berghei, PlasmoGEM",gene,B,2447,42.8%,,"pb_transferred_phenotype, pb_transferred_growth_rate, pb_transfer_confidence",3 columns,one,,,,,
Pf,Pf_fitness · liver stage transferred from Pb,fitness,P. berghei liver stage,gene,C,754,13.2%,,"pb_transferred_liver_log2fc, pb_transferred_liver_reduced",2 columns,one,,,,,
Pf,Pf_fitness · transmission transferred from Pb,fitness,P. berghei mosquito stages,gene,-,0,,,,,one,,,,,
Pf,Pf_antigenic variation family expression,regulation,var / rif / stevor,gene,-,0,,,,,separate,"PMID 40562206 GSE296188 (from the GEO index, verify assay and parasite-gene shape); PMID 35493110 GSE186984 (from the GEO index, verify assay and parasite-gene shape)",40562206: Method for deletion of variant surface antigen genes at subtelomeric region of Plasmodium falciparum. | 35493110: ChIPseq of the P. falciparum bromodomain proteins PfBDP7 and PfBDP1 in early and mature schizonts,,,
Pf,Pf_export / PEXEL trafficking,localization,erythrocyte cytosol,gene,A,5720,100.0%,,"export_pred_tier, is_exported",2 columns,one,"GSE317694 (from the GEO index, verify assay and parasite-gene shape); PMID 26022315 GSE59844 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | 26022315: P. falciparum Complicated Malaria: Modulation and Connectivity between Exportome and Variant Surface Gene Families,,,
Pf,Pf_host receptor binding,host effect,"endothelium, erythrocyte",gene,-,0,,,,,separate,"GSE301430 (from the GEO index, verify assay and parasite-gene shape); PMID 40410577 GSE274138 (from the GEO index, verify assay and parasite-gene shape); PMID 35210361 GSE159126 (from the GEO index, verify assay and parasite-gene shape); PMID 35210361 GSE159124 (from the GEO index, verify assay and parasite-gene shape); GSE186820 (from the GEO index, verify assay and parasite-gene shape); PMID 37013531 GSE180985 (from the GEO index, verify assay and parasite-gene shape); PMID 34340541 GSE166390 (from the GEO index, verify assay and parasite-gene shape); PMID 34340541 GSE166258 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | 40410577: Feeding with a ketonic diet confers complete protection against malaria | 35210361: 5-methylcytosine modification-mediated mRNA stabilization is associated with sexual development of malaria parasites [BisRNA-seq] | 35210361: 5-methylcytosine modification-mediated mRNA stabilization is associated with sexual development of malaria parasites [BisRNA-seq] | from the GEO index; verify assay and parasite-gene shape | 37013531: Transcriptome analysis of immature and mature male and female gametocytes of the malaria parasite Plasmodium falciparum | 34340541: Expression patterns of Plasmodium falciparum clonally variant genes at the onset of a blood infection in non-immune humans [ChIP-seq] | 34340541: Expression patterns of Plasmodium falciparum clonally variant genes at the onset of a blood infection in non-immune humans [ChIP-seq],,,
Pf,Pf_field variation and resistance markers,sequence,clinical isolates,gene,-,0,,,,,one,"GSE316842 (from the GEO index, verify assay and parasite-gene shape); PMID 41820854 GSE272963 (from the GEO index, verify assay and parasite-gene shape); GSE301003 (from the GEO index, verify assay and parasite-gene shape); PMID 41398591 GSE300144 (from the GEO index, verify assay and parasite-gene shape); PMID 41758949 GSE302727 (from the GEO index, verify assay and parasite-gene shape); GSE304394 (from the GEO index, verify assay and parasite-gene shape); GSE301038 (from the GEO index, verify assay and parasite-gene shape); PMID 40877256 GSE291953 (from the GEO index, verify assay and parasite-gene shape)",from the GEO index; verify assay and parasite-gene shape | 41820854: Differential Expression of Mitochondrial Natural Antisense Transcripts in Clinical Samples of Plasmodium falciparum Across Multiple Disease Phenotypes | from the GEO index; verify assay and parasite-gene shape | 41398591: Transcriptome-wide analysis of Sense and Natural Antisense Transcripts (NATs) in Plasmodium vivax clinical isolates from uncomplicated or complicated diseases manifestation. | 41758949: Iron deficiency protects against Plasmodium infection and drives parasite molecular reprofiling. | from the GEO index; verify assay and parasite-gene shape | from the GEO index; verify assay and parasite-gene shape | 40877256: MYST-mediated epigenetic regulation determines the adaptive artemisinin-resistant in Plasmodium falciparum [scRNA-Seq],,,
Pf,Pf_host proteome · human erythrocyte,host effect,human erythrocyte; asexual blood stage and merozoite,host_gene,A,5264,98.9%,,"rbc_membrane_psms, rbc_cytoplasm_psms","2 columns of 5,322 host proteins",average,,,,,
Pf,Pf_host transcriptome · human erythrocyte,host effect,human erythrocyte; asexual blood stage and merozoite,host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human erythrocyte.","GTEx and the Human Protein Atlas for human tissue; Tabula Muris for mouse; VectorBase for Anopheles. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a asexual blood stage and merozoite protein binds is present in human erythrocyte at all."
Pf,Pf_host surface / receptor repertoire · human erythrocyte,host effect,human erythrocyte; asexual blood stage and merozoite,host_gene,C,267,5.0%,,"rbc_surface_copies_uk, rbc_surface_copies_senegal, rbc_surface_found_uk, rbc_surface_found_senegal","4 columns of 5,322 host proteins",fill,,,,,
Pf,Pf_host response to infection · human erythrocyte,host effect,human erythrocyte; asexual blood stage and merozoite,host_gene,-,0,,,,,separate,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human erythrocyte.","dual RNA-seq and infected-versus-uninfected series in GEO and ArrayExpress, kept as the contrast rather than the condition. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a asexual blood stage and merozoite protein binds is present in human erythrocyte at all."
Pf,Pf_host proteome · human bone marrow,host effect,"human bone marrow; gametocyte, sequestered",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human bone marrow.","PRIDE tissue and cell-type proteomes; Human Protein Atlas protein-level tissue data. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a gametocyte, sequestered protein binds is present in human bone marrow at all."
Pf,Pf_host transcriptome · human bone marrow,host effect,"human bone marrow; gametocyte, sequestered",host_gene,-,0,,,,,average,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human bone marrow.","GTEx and the Human Protein Atlas for human tissue; Tabula Muris for mouse; VectorBase for Anopheles. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a gametocyte, sequestered protein binds is present in human bone marrow at all."
Pf,Pf_host surface / receptor repertoire · human bone marrow,host effect,"human bone marrow; gametocyte, sequestered",host_gene,-,0,,,,,fill,,,missing,"Not yet swept. What the host table holds for this tissue is nothing -- the bridges are a join between two tables, not a proteome of human bone marrow.","surface-proteome and cell-surface-capture studies in PRIDE, checked against HPA membrane annotation; this is what a binding claim gets checked against. Rows are host genes, keyed to UniProt or Ensembl, and they never enter a parasite embedding as feature columns: a parasite map whose rows were partly host genes would break every claim of the form “cluster 5 is 71% IMC”, which assumes the rows are parasite genes. This one answers whether the host partner a gametocyte, sequestered protein binds is present in human bone marrow at all."
