Gene ID	EC numbers
TGME49_263300	N/A
TGME49_263310	N/A
TGME49_263320	N/A
TGME49_263323	N/A
TGME49_263330	N/A
TGME49_263340	N/A
TGME49_263350	N/A
TGME49_263360	N/A
TGME49_263380	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_263390	N/A
TGME49_263400	N/A
TGME49_263410	3.4.21.84 (Limulus clotting factor C)
TGME49_263420	3.1.2.15 (Deleted entry)
TGME49_263430	1.1.1.60 (2-hydroxy-3-oxopropionate reductase)
TGME49_263440	N/A
TGME49_263450	N/A
TGME49_263470	3.4.19.12 (Ubiquitinyl hydrolase 1)
TGME49_263480	N/A
TGME49_263490	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
TGME49_263500	N/A
TGME49_263510	N/A
TGME49_263520	N/A
TGME49_263530	N/A
TGME49_263540	N/A
TGME49_263550	N/A
TGME49_263560	N/A
TGME49_263570	N/A
TGME49_263580	2.3.1.48 (Histone acetyltransferase)
TGME49_263580	2.3.1.48 (Histone acetyltransferase)
TGME49_263590	N/A
TGME49_263595	N/A
TGME49_263610	N/A
TGME49_263630	N/A
TGME49_263650	3.6.1.15 (Nucleoside-triphosphate phosphatase)
TGME49_263660	N/A
TGME49_263670	N/A
TGME49_263680	N/A
TGME49_263690	2.4.1.256 (Dolichyl-P-Glc:Glc(2)Man(9)GlcNAc(2)-PP-dolichol alpha-1,2-glucosyltransferase)
TGME49_263700	N/A
TGME49_263710	2.3.1.26 (Sterol O-acyltransferase)
TGME49_263720	N/A
TGME49_263730	1.1.5.3 (Glycerol-3-phosphate dehydrogenase)
TGME49_263740	3.6.3.44 (Transferred entry: 7.6.2.2)
TGME49_263750	N/A
TGME49_263760	N/A
TGME49_263785	2.7.7.41 (Phosphatidate cytidylyltransferase)
TGME49_263800	N/A
TGME49_263810	N/A
TGME49_263820	N/A
TGME49_263840	N/A
TGME49_263850	N/A
TGME49_263860	N/A
TGME49_263870	6.1.1.17 (Glutamate--tRNA ligase)
TGME49_263980	N/A
TGME49_263990	N/A
TGME49_264000	1.2.1.3 (Aldehyde dehydrogenase (NAD(+)))
TGME49_264010	N/A
TGME49_264020	N/A
TGME49_264030	2.6.1.2 (Alanine transaminase)
TGME49_264040	N/A
TGME49_264050	6.3.2.19 (Transferred entry: 2.3.2.23, 2.3.2.27 and 6.2.1.45)
TGME49_264060	N/A
TGME49_264070	N/A
TGME49_264075	N/A
TGME49_264080	N/A
TGME49_264090	N/A
TGME49_264100	N/A
TGME49_264110	N/A
TGME49_264120	N/A
TGME49_264130	N/A
TGME49_264140	N/A
TGME49_264150	N/A
TGME49_264160	N/A
TGME49_264170	N/A
TGME49_264178	N/A
TGME49_264190	N/A
TGME49_264200	N/A
TGME49_264210	N/A
TGME49_264220	N/A
TGME49_264225	N/A
TGME49_264230	N/A
TGME49_264240	N/A
TGME49_264250	N/A
TGME49_264260	N/A
TGME49_264440	N/A
TGME49_264450	5.99.1.2 (Transferred entry: 5.6.2.1)
TGME49_264460	N/A
TGME49_264472	N/A
TGME49_264485	N/A
TGME49_264600	N/A
TGME49_264610	N/A
TGME49_264620	N/A
TGME49_264630	N/A
TGME49_264640	N/A
TGME49_264650	5.4.2.3 (Phosphoacetylglucosamine mutase)
TGME49_264660	3.4.21.72 (IgA-specific serine endopeptidase)
TGME49_264670	2.7.7.7 (DNA-directed DNA polymerase)
TGME49_264690	N/A
TGME49_264700	N/A
TGME49_264710	N/A
TGME49_264720	N/A
TGME49_264730	N/A
TGME49_264740	N/A
TGME49_264752	N/A
TGME49_264760	N/A
TGME49_264770	N/A
TGME49_264780	2.7.7.23 (UDP-N-acetylglucosamine diphosphorylase)
TGME49_264790	N/A
TGME49_264805	N/A
TGME49_264820	2.3.1.48 (Histone acetyltransferase)
TGME49_264830	N/A
TGME49_264840	N/A
TGME49_264860	N/A
TGME49_264870	N/A
TGME49_264875	N/A
TGME49_264880	N/A
TGME49_264890	N/A
TGME49_264900	N/A
TGME49_264940	N/A
TGME49_264950	N/A
TGME49_264960	N/A
TGME49_264970	N/A
TGME49_264980	N/A
TGME49_264990	N/A
TGME49_265000	2.7.1.82 (Ethanolamine kinase)
TGME49_265010	2.7.2.11 (Glutamate 5-kinase)
TGME49_265020	N/A
TGME49_265030	N/A
TGME49_265040	N/A
TGME49_265050	N/A
TGME49_265060	N/A
TGME49_265065	N/A
TGME49_265070	N/A
TGME49_265080	N/A
TGME49_265090	N/A
TGME49_265100	N/A
TGME49_265110	N/A
TGME49_265140	N/A
TGME49_265150	N/A
TGME49_265160	N/A
TGME49_265170	N/A
TGME49_265175	N/A
TGME49_265180	N/A
TGME49_265190	3.4.22.68 (Ulp1 peptidase)
TGME49_265205	N/A
TGME49_265220	N/A
TGME49_265230	1.5.5.1 (Electron-transferring-flavoprotein dehydrogenase)
TGME49_265240	N/A
TGME49_265250	N/A
TGME49_265260	N/A
TGME49_265270	N/A
TGME49_265280	N/A
TGME49_265290	N/A
TGME49_265310	N/A
TGME49_265320	N/A
TGME49_265330	2.7.11.26 ([Tau protein] kinase)
TGME49_265340	N/A
TGME49_265360	N/A
TGME49_265370	N/A
TGME49_265380	N/A
TGME49_265390	N/A
TGME49_265400	N/A
TGME49_265410	2.3.1.48 (Histone acetyltransferase)
TGME49_265420	N/A
TGME49_265430	N/A
TGME49_265440	N/A
TGME49_265450	2.7.1.1 (Hexokinase)
TGME49_265455	N/A
TGME49_265460	N/A
TGME49_265470	N/A
TGME49_265500	2.1.1.43 (Transferred entry: 2.1.1.354)
TGME49_265510	N/A
TGME49_265520	N/A
TGME49_265530	N/A
TGME49_265538	N/A
TGME49_265542	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_265650	N/A
TGME49_265770	N/A
TGME49_265780	N/A
TGME49_265790	N/A
TGME49_265810	N/A
TGME49_265820	N/A
TGME49_265830	3.1.3.1 (Alkaline phosphatase)
TGME49_265840	N/A
TGME49_265850	N/A
TGME49_265860	N/A
TGME49_265870	6.3.2.1 (Pantoate--beta-alanine ligase (AMP-forming))
TGME49_265990	N/A
TGME49_266010	2.7.11.1 (Non-specific serine/threonine protein kinase)
TGME49_266030	N/A
TGME49_266050	N/A
TGME49_266060	N/A
TGME49_266065	N/A
TGME49_266070	N/A
TGME49_266080	N/A
TGME49_266090	N/A
TGME49_266100	2.7.11.1 (Non-specific serine/threonine protein kinase)
TGME49_266105	N/A
TGME49_266110	N/A
TGME49_266120	1.11.1.15 (Transferred entry: 1.11.1.24)
TGME49_266130	1.11.1.15 (Transferred entry: 1.11.1.24)
TGME49_266140	N/A
TGME49_266150	N/A
TGME49_266260	N/A
TGME49_266270	1.3.8.1 (Short-chain acyl-CoA dehydrogenase)
TGME49_266280	N/A
TGME49_266290	N/A
TGME49_266300	N/A
TGME49_266310	2.4.1.101 (Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase)
TGME49_266320	N/A
TGME49_266330	N/A
TGME49_266335	N/A
TGME49_266340	N/A
TGME49_266360	N/A
TGME49_266366	N/A
TGME49_266368	N/A
TGME49_266372	N/A
TGME49_266380	N/A
TGME49_266390	N/A
TGME49_266400	N/A
TGME49_266410	N/A
TGME49_266435	N/A
TGME49_266450	N/A
TGME49_266460	N/A
TGME49_266470	N/A
TGME49_266480	N/A
TGME49_266500	N/A
TGME49_266600	N/A
TGME49_266610	N/A
TGME49_266610	N/A
TGME49_266620	N/A
TGME49_266630	N/A
TGME49_266640	6.2.1.1 (Acetate--CoA ligase)
TGME49_266650	N/A
TGME49_266660	N/A
TGME49_266670	N/A
TGME49_266675	N/A
TGME49_266680	N/A
TGME49_266690	N/A
TGME49_266700	N/A
TGME49_266710	2.7.12.2 (Mitogen-activated protein kinase kinase)
TGME49_266720	N/A
TGME49_266730	6.1.1.4 (Leucine--tRNA ligase);6.1.1.9 (Valine--tRNA ligase)
TGME49_266740	N/A
TGME49_266750	N/A
TGME49_266760	1.1.1.42 (Isocitrate dehydrogenase (NADP(+)))
TGME49_266760	1.1.1.42 (Isocitrate dehydrogenase (NADP(+)))
TGME49_266770	N/A
TGME49_266785	N/A
TGME49_266800	N/A
TGME49_266810	N/A
TGME49_266830	N/A
TGME49_266840	N/A
TGME49_266850	2.1.1.64 (3-demethylubiquinol 3-O-methyltransferase)
TGME49_266860	N/A
TGME49_266870	N/A
TGME49_266880	N/A
TGME49_266890	N/A
TGME49_266900	N/A
TGME49_266910	2.7.11.23 ([RNA-polymerase]-subunit kinase)
TGME49_266920	3.1.4.17 (3',5'-cyclic-nucleotide phosphodiesterase)
TGME49_266930	N/A
TGME49_266940	N/A
TGME49_266950	2.7.11.17 (Calcium/calmodulin-dependent protein kinase)
TGME49_266960	N/A
TGME49_266970	N/A
TGME49_266980	N/A
TGME49_266990	N/A
TGME49_267000	N/A
TGME49_267010	N/A
TGME49_267020	N/A
TGME49_267030	N/A
TGME49_267040	N/A
TGME49_267045	N/A
TGME49_267050	N/A
TGME49_267060	N/A
TGME49_267070	N/A
TGME49_267080	3.6.4.3 (Transferred entry: 5.6.1.1)
TGME49_267090	N/A
TGME49_267100	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_267110	N/A
TGME49_267120	N/A
TGME49_267130	N/A
TGME49_267140	N/A
TGME49_267150	N/A
TGME49_267160	N/A
TGME49_267270	N/A
TGME49_267280	N/A
TGME49_267290	N/A
TGME49_267300	N/A
TGME49_267330	4.2.1.2 (Fumarate hydratase)
TGME49_267340	N/A
TGME49_267350	N/A
TGME49_267360	2.4.2.31 (NAD(+)--protein-arginine ADP-ribosyltransferase)
TGME49_267370	N/A
TGME49_267380	N/A
TGME49_267390	2.7.7.6 (DNA-directed RNA polymerase)
TGME49_267400	N/A
TGME49_267410	3.4.21.84 (Limulus clotting factor C)
TGME49_267420	N/A
TGME49_267430	N/A
TGME49_267435	N/A
TGME49_267440	N/A
TGME49_267450	N/A
TGME49_267460	N/A
TGME49_267470	N/A
TGME49_267480	2.1.1.216 (tRNA (guanine(26)-N(2))-dimethyltransferase)
TGME49_267490	3.4.14.1 (Dipeptidyl-peptidase I)
TGME49_267500	N/A
TGME49_267510	N/A
TGME49_267520	N/A
TGME49_267530	N/A
TGME49_267540	2.7.11.13 (Protein kinase C)
TGME49_267550	4.6.1.1 (Adenylate cyclase)
TGME49_267560	N/A
TGME49_267570	N/A
TGME49_267580	N/A
TGME49_267585	N/A
TGME49_267590	N/A
TGME49_267600	N/A
TGME49_267610	N/A
TGME49_267620	N/A
TGME49_267642	N/A
TGME49_267650	N/A
TGME49_267660	N/A
TGME49_267670	N/A
TGME49_267680	N/A
TGME49_267690	N/A
TGME49_267700	N/A
TGME49_267710	N/A
TGME49_267720	N/A
TGME49_267725	N/A
TGME49_267730	N/A
TGME49_267740	N/A
TGME49_267750	N/A
TGME49_267760	N/A
TGME49_267775	N/A
TGME49_267790	N/A
TGME49_267800	3.6.5.5 (Dynamin GTPase)
TGME49_267810	N/A
TGME49_267820	N/A
TGME49_267840	N/A
TGME49_267855	N/A
TGME49_267875	N/A
TGME49_267980	N/A
TGME49_267990	N/A
TGME49_268000	N/A
TGME49_268010	N/A
TGME49_268020	N/A
TGME49_268035	N/A
TGME49_268170	N/A
TGME49_268176	N/A
TGME49_268178	N/A
TGME49_268182	N/A
TGME49_268190	N/A
TGME49_268200	N/A
TGME49_268210	2.7.11.11 (cAMP-dependent protein kinase)
TGME49_268220	N/A
TGME49_268240	N/A
TGME49_268250	N/A
TGME49_268260	N/A
TGME49_268270	N/A
TGME49_268290	N/A
TGME49_268300	N/A
TGME49_268310	N/A
TGME49_268320	N/A
TGME49_268330	N/A
TGME49_268340	2.4.1.141 (N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase)
TGME49_268350	N/A
TGME49_268360	N/A
TGME49_268370	2.7.11.1 (Non-specific serine/threonine protein kinase)
TGME49_268380	N/A
TGME49_268390	N/A
TGME49_268400	N/A
TGME49_268410	N/A
TGME49_268420	N/A
TGME49_268430	N/A
TGME49_268440	N/A
TGME49_268450	N/A
TGME49_268560	N/A
TGME49_268570	N/A
TGME49_268580	N/A
TGME49_268590	3.4.21.105 (Rhomboid protease)
TGME49_268600	N/A
TGME49_268610	N/A
TGME49_268620	N/A
TGME49_268630	N/A
TGME49_268640	N/A
TGME49_268650	N/A
TGME49_268660	N/A
TGME49_268670	N/A
TGME49_268680	N/A
TGME49_268685	N/A
TGME49_268690	N/A
TGME49_268700	N/A
TGME49_268710	N/A
TGME49_268720	N/A
TGME49_268730	N/A
TGME49_268740	N/A
TGME49_268750	N/A
TGME49_268760	N/A
TGME49_268765	N/A
TGME49_268770	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_268780	N/A
TGME49_268790	N/A
TGME49_268800	N/A
TGME49_268810	N/A
TGME49_268820	N/A
TGME49_268830	N/A
TGME49_268835	N/A
TGME49_268840	2.1.1.62 (mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase)
TGME49_268850	4.2.1.11 (Phosphopyruvate hydratase)
TGME49_268860	4.2.1.11 (Phosphopyruvate hydratase)
TGME49_268870	N/A
TGME49_268880	N/A
TGME49_268890	2.3.3.1 (Citrate (Si)-synthase)
TGME49_268900	N/A
TGME49_268910	N/A
TGME49_268920	2.7.4.21 (Inositol-hexakisphosphate kinase)
TGME49_268930	N/A
TGME49_268940	N/A
TGME49_268950	N/A
TGME49_268960	N/A
TGME49_268970	N/A
TGME49_268980	N/A
TGME49_268985	N/A
TGME49_268990	N/A
TGME49_269000	3.6.3.44 (Transferred entry: 7.6.2.2)
TGME49_269010	N/A
TGME49_269020	N/A
TGME49_269060	N/A
TGME49_269085	N/A
TGME49_269110	2.6.1.13 (Ornithine aminotransferase)
TGME49_269120	1.1.1.100 (3-oxoacyl-[acyl-carrier-protein] reductase)
TGME49_269130	N/A
TGME49_269140	N/A
TGME49_269150	N/A
TGME49_269160	N/A
TGME49_269170	N/A
TGME49_269175	N/A
TGME49_269180	N/A
TGME49_269190	1.2.1.12 (Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating))
TGME49_269200	N/A
TGME49_269210	N/A
TGME49_269228	N/A
TGME49_269232	N/A
TGME49_269240	N/A
TGME49_269250	N/A
TGME49_269260	N/A
TGME49_269270	N/A
TGME49_269280	N/A
TGME49_269290	N/A
TGME49_269300	3.1.1.3 (Triacylglycerol lipase)
TGME49_269310	N/A
TGME49_269315	N/A
TGME49_269320	N/A
TGME49_269330	N/A
TGME49_269340	N/A
TGME49_269380	N/A
TGME49_269390	N/A
TGME49_269400	1.1.1.100 (3-oxoacyl-[acyl-carrier-protein] reductase)
TGME49_269410	N/A
TGME49_269417	N/A
TGME49_269420	N/A
TGME49_269425	N/A
TGME49_269430	2.5.1.30 (Heptaprenyl diphosphate synthase)
TGME49_269442	N/A
TGME49_269450	N/A
TGME49_269460	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_269470	N/A
TGME49_269480	N/A
TGME49_269582	N/A
TGME49_269600	6.4.1.1 (Pyruvate carboxylase)
TGME49_269620	N/A
TGME49_269630	N/A
TGME49_269640	N/A
TGME49_269650	N/A
TGME49_269660	N/A
TGME49_269670	N/A
TGME49_269680	6.4.1.4 (Methylcrotonoyl-CoA carboxylase)
TGME49_269690	N/A
TGME49_269700	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_269710	N/A
TGME49_269720	N/A
TGME49_269730	2.7.11.18 ([Myosin light-chain] kinase)
TGME49_269740	N/A
TGME49_269750	N/A
TGME49_269760	N/A
TGME49_269770	N/A
TGME49_269775	N/A
TGME49_269780	N/A
TGME49_269790	N/A
TGME49_269800	6.3.5.1 (NAD(+) synthase (glutamine-hydrolyzing))
TGME49_269810	N/A
TGME49_269820	N/A
TGME49_269830	N/A
TGME49_269840	3.1.2.15 (Deleted entry)
TGME49_269850	N/A
TGME49_269860	N/A
TGME49_269885	3.4.24.56 (Insulysin)
TGME49_269900	N/A
TGME49_269910	N/A
TGME49_269920	4.1.1.65 (Phosphatidylserine decarboxylase)
TGME49_269930	N/A
TGME49_269940	N/A
TGME49_269950	N/A
TGME49_269960	N/A
TGME49_269970	N/A
TGME49_269980	N/A
TGME49_269990	N/A
TGME49_270000	N/A
TGME49_270010	N/A
TGME49_270020	N/A
TGME49_270030	N/A
TGME49_270040	N/A
TGME49_270050	N/A
TGME49_270060	N/A
TGME49_270070	N/A
TGME49_270090	N/A
TGME49_270100	1.1.1.- (With NAD(+) or NADP(+) as acceptor.);1.1.1.21 (Aldose reductase)
TGME49_270110	N/A
TGME49_270120	N/A
TGME49_270140	N/A
TGME49_270150	N/A
TGME49_270160	N/A
TGME49_270170	N/A
TGME49_270180	N/A
TGME49_270190	N/A
TGME49_270200	N/A
TGME49_270210	N/A
TGME49_270220	2.4.1.- (Hexosyltransferases.)
TGME49_270230	N/A
TGME49_270240	N/A
TGME49_270250	N/A
TGME49_270260	N/A
TGME49_270270	N/A
TGME49_270273	N/A
TGME49_270277	N/A
TGME49_270280	N/A
TGME49_270290	N/A
TGME49_270300	N/A
TGME49_270310	N/A
TGME49_270320	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_270330	2.7.11.23 ([RNA-polymerase]-subunit kinase)
TGME49_270340	N/A
TGME49_270350	N/A
TGME49_270360	N/A
TGME49_270370	N/A
TGME49_270380	N/A
TGME49_270450	N/A
TGME49_270510	6.1.1.22 (Asparagine--tRNA ligase)
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270520	N/A
TGME49_270530	N/A
TGME49_270540	N/A
TGME49_270550	1.2.1.41 (Glutamate-5-semialdehyde dehydrogenase)
TGME49_270560	5.2.1.8 (Peptidylprolyl isomerase)
TGME49_270570	N/A
TGME49_270610	N/A
TGME49_270620	N/A
TGME49_270630	N/A
TGME49_270640	N/A
TGME49_270650	4.1.2.4 (Deoxyribose-phosphate aldolase)
TGME49_270655	N/A
TGME49_270660	N/A
TGME49_270670	N/A
TGME49_270680	N/A
TGME49_270690	N/A
TGME49_270700	N/A
TGME49_270710	N/A
TGME49_270720	N/A
TGME49_270740	N/A
TGME49_270750	N/A
TGME49_270760	N/A
TGME49_270770	N/A
TGME49_270780	2.7.7.6 (DNA-directed RNA polymerase)
TGME49_270790	N/A
TGME49_270800	N/A
TGME49_270805	N/A
TGME49_270810	N/A
TGME49_270820	N/A
TGME49_270830	N/A
TGME49_270840	2.4.2.30 (NAD(+) ADP-ribosyltransferase)
TGME49_270850	3.2.1.39 (Glucan endo-1,3-beta-D-glucosidase)
TGME49_270865	4.6.1.1 (Adenylate cyclase)
TGME49_270880	N/A
TGME49_270890	N/A
TGME49_270900	N/A
TGME49_270910	2.3.1.15 (Glycerol-3-phosphate 1-O-acyltransferase)
TGME49_270920	N/A
TGME49_270930	N/A
TGME49_270940	N/A
TGME49_270950	N/A
TGME49_270960	N/A
TGME49_270975	N/A
TGME49_270980	N/A
TGME49_271000	N/A
TGME49_271010	N/A
TGME49_271015	N/A
TGME49_271025	N/A
TGME49_271030	N/A
TGME49_271040	N/A
TGME49_271050	N/A
TGME49_271060	N/A
TGME49_271070	N/A
TGME49_271080	N/A
TGME49_271090	N/A
TGME49_271100	N/A
TGME49_271110	N/A
TGME49_271115	N/A
TGME49_271120	3.1.4.12 (Sphingomyelin phosphodiesterase)
TGME49_271145	N/A
TGME49_271170	2.7.1.108 (Dolichol kinase)
TGME49_271174	N/A
TGME49_271190	N/A
TGME49_271200	N/A
TGME49_271210	2.4.1.25 (4-alpha-glucanotransferase)
TGME49_271220	N/A
TGME49_271240	N/A
TGME49_271250	N/A
TGME49_271260	N/A
TGME49_271270	N/A
TGME49_271280	N/A
TGME49_271285	N/A
TGME49_271290	N/A
TGME49_271300	N/A
TGME49_271320	N/A
TGME49_271335	N/A
TGME49_271350	6.3.2.17 (Tetrahydrofolate synthase)
TGME49_271360	N/A
TGME49_271370	N/A
TGME49_271375	N/A
TGME49_271380	N/A
TGME49_271390	N/A
TGME49_271400	N/A
TGME49_271410	N/A
TGME49_271420	2.5.1.61 (Hydroxymethylbilane synthase)
TGME49_271430	N/A
TGME49_271440	N/A
TGME49_271460	N/A
TGME49_271470	N/A
TGME49_271570	N/A
TGME49_271580	N/A
TGME49_271590	N/A
TGME49_271600	N/A
TGME49_271610	1.5.1.2 (Pyrroline-5-carboxylate reductase)
TGME49_271625	6.1.1.11 (Serine--tRNA ligase)
TGME49_271740	N/A
TGME49_271750	N/A
TGME49_271760	2.4.99.18 (Dolichyl-diphosphooligosaccharide--protein glycotransferase)
TGME49_271770	N/A
TGME49_271780	N/A
TGME49_271790	N/A
TGME49_271800	N/A
TGME49_271810	N/A
TGME49_271820	2.7.7.63 (Transferred entry: 6.3.1.20)
TGME49_271830	N/A
TGME49_271840	N/A
TGME49_271850	N/A
TGME49_271860	2.1.1.35 (tRNA (uracil(54)-C(5))-methyltransferase)
TGME49_271870	N/A
TGME49_271880	N/A
TGME49_271888	1.1.1.62 (17-beta-estradiol 17-dehydrogenase)
TGME49_271891	N/A
TGME49_271892	N/A
TGME49_271910	N/A
TGME49_271920	N/A
TGME49_271930	N/A
TGME49_271935	N/A
TGME49_271950	N/A
TGME49_271960	N/A
TGME49_271970	N/A
TGME49_271980	N/A
TGME49_271985	N/A
TGME49_271990	N/A
TGME49_272000	N/A
TGME49_272010	N/A
TGME49_272020	N/A
TGME49_272030	N/A
TGME49_272040	N/A
TGME49_272155	N/A
TGME49_272180	1.3.99.5 (3-oxo-5-alpha-steroid 4-dehydrogenase (acceptor))
TGME49_272190	N/A
TGME49_272200	2.7.11.11 (cAMP-dependent protein kinase);2.7.11.13 (Protein kinase C)
TGME49_272210	2.1.1.62 (mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase)
TGME49_272220	N/A
TGME49_272230	N/A
TGME49_272240	N/A
TGME49_272260	N/A
TGME49_272265	N/A
TGME49_272270	N/A
TGME49_272280	3.1.3.16 (Protein-serine/threonine phosphatase)
TGME49_272285	N/A
TGME49_272290	1.2.4.1 (Pyruvate dehydrogenase (acetyl-transferring))
TGME49_272300	N/A
TGME49_272320	N/A
TGME49_272340	N/A
TGME49_272350	N/A
TGME49_272360	N/A
TGME49_272370	N/A
TGME49_272380	N/A
TGME49_272383	N/A
TGME49_272390	N/A
TGME49_272400	N/A
TGME49_272410	1.1.1.31 (3-hydroxyisobutyrate dehydrogenase)
TGME49_272415	N/A
TGME49_272420	2.3.1.43 (Phosphatidylcholine--sterol O-acyltransferase)
TGME49_272430	N/A
TGME49_272440	N/A
TGME49_272450	N/A
TGME49_272460	N/A
TGME49_272475	2.7.10.1 (Receptor protein-tyrosine kinase)
TGME49_272490	1.3.3.4 (Protoporphyrinogen oxidase)
TGME49_272500	N/A
TGME49_272510	3.4.23.1 (Pepsin A)
TGME49_272520	N/A
TGME49_272530	N/A
TGME49_272540	2.7.11.11 (cAMP-dependent protein kinase);2.7.11.21 (Polo kinase)
TGME49_272550	N/A
TGME49_272560	N/A
TGME49_272570	N/A
TGME49_272580	N/A
TGME49_272590	N/A
TGME49_272593	N/A
TGME49_272595	N/A
TGME49_272600	N/A
TGME49_272620	N/A
TGME49_272630	N/A
TGME49_272640	N/A
TGME49_272650	3.1.4.17 (3',5'-cyclic-nucleotide phosphodiesterase)
TGME49_272660	N/A
TGME49_272670	3.4.24.59 (Mitochondrial intermediate peptidase)
TGME49_272680	N/A
TGME49_272695	N/A
TGME49_272710	N/A
TGME49_272720	2.1.1.56 (mRNA (guanine-N(7)-)-methyltransferase)
TGME49_272730	N/A
TGME49_272740	2.7.7.6 (DNA-directed RNA polymerase)
TGME49_272760	N/A
TGME49_272770	N/A
TGME49_272890	N/A
TGME49_272900	N/A
TGME49_272905	N/A
TGME49_272910	N/A
TGME49_273020	N/A
TGME49_273030	5.4.2.1 (Transferred entry: 5.4.2.11 and 5.4.2.12)
TGME49_273040	N/A
TGME49_273050	N/A
TGME49_273060	N/A
TGME49_273065	N/A
TGME49_273070	N/A
TGME49_273075	N/A
TGME49_273080	N/A
TGME49_273090	3.6.1.3 (Adenosinetriphosphatase);3.6.4.3 (Transferred entry: 5.6.1.1)
TGME49_273100	N/A
TGME49_273110	N/A
TGME49_273120	N/A
TGME49_273130	N/A
TGME49_273140	2.1.1.- (Methyltransferases.)
TGME49_273150	N/A
TGME49_273200	N/A
TGME49_273280	N/A
TGME49_273290	N/A
TGME49_273300	N/A
TGME49_273310	N/A
TGME49_273320	N/A
TGME49_273330	N/A
TGME49_273340	N/A
TGME49_273350	2.-.-.- (Transferases.)
TGME49_273360	3.6.3.44 (Transferred entry: 7.6.2.2)
TGME49_273370	N/A
TGME49_273380	N/A
TGME49_273390	N/A
TGME49_273400	N/A
TGME49_273410	6.1.1.1 (Tyrosine--tRNA ligase)
TGME49_273420	N/A
TGME49_273430	N/A
TGME49_273445	N/A
TGME49_273460	N/A
TGME49_273490	6.3.1.2 (Glutamine synthetase)
TGME49_273500	N/A
TGME49_273510	N/A
TGME49_273520	N/A
TGME49_273530	N/A
TGME49_273540	2.7.8.29 (L-serine-phosphatidylethanolamine phosphatidyltransferase)
TGME49_273550	N/A
TGME49_273560	N/A
TGME49_273580	N/A
TGME49_273595	N/A
TGME49_273610	N/A
TGME49_273630	N/A
TGME49_273640	N/A
TGME49_273650	N/A
TGME49_273660	N/A
TGME49_273670	N/A
TGME49_273690	2.7.11.1 (Non-specific serine/threonine protein kinase)
TGME49_273705	N/A
TGME49_273720	N/A
TGME49_273730	N/A
TGME49_273740	2.3.1.16 (Acetyl-CoA C-acyltransferase)
TGME49_273750	N/A
TGME49_273760	3.6.1.3 (Adenosinetriphosphatase)
TGME49_273770	N/A
TGME49_273780	N/A
TGME49_273790	N/A
TGME49_273800	N/A
TGME49_273815	N/A
TGME49_273830	N/A
TGME49_273840	N/A
TGME49_273850	N/A
TGME49_273860	N/A
TGME49_273870	N/A
TGME49_273885	N/A
TGME49_273905	N/A
TGME49_273915	N/A
TGME49_273920	1.1.1.283 (Methylglyoxal reductase (NADPH))
TGME49_273930	N/A
TGME49_273950	N/A
TGME49_273960	N/A
TGME49_273970	N/A
TGME49_273980	N/A
TGME49_273985	N/A
TGME49_273990	N/A
TGME49_273995	N/A
TGME49_274000	N/A
TGME49_274010	N/A
TGME49_274020	N/A
TGME49_274050	N/A
TGME49_274060	N/A
TGME49_274070	N/A
TGME49_274080	N/A
TGME49_274090	N/A
TGME49_274100	N/A
TGME49_274110	3.4.24.57 (O-sialoglycoprotein endopeptidase)
TGME49_274120	N/A
TGME49_274130	N/A
TGME49_274140	N/A
TGME49_274150	N/A
TGME49_274160	N/A
TGME49_274170	N/A
TGME49_274180	N/A
TGME49_274190	N/A
TGME49_274280	N/A
TGME49_274290	N/A
TGME49_274700	N/A
TGME49_275310	N/A
TGME49_275320	3.5.1.97 (Acyl-homoserine-lactone acylase)
TGME49_275330	N/A
TGME49_275340	N/A
TGME49_275350	N/A
TGME49_275355	N/A
TGME49_275360	N/A
TGME49_275370	N/A
TGME49_275380	N/A
TGME49_275390	N/A
