gene_id	utr5_length	utr5_n_uaugs	utr5_n_uorfs	utr5_n_oorfs	utr5_n_inframe_ext	utr5_kozak_score
TGME49_257625	3206	32	32	0	0	0.8968798169
TGME49_257640	292	1	1	0	0	0.8865199711
TGME49_257650	291	1	1	0	0	0.9204265107
TGME49_257680	433	0				0.8139333251
TGME49_257700	1014	15	11	4	0	0.6554707475
TGME49_257710	924	7	7	0	0	0.7337076386
TGME49_257720	1893	29	29	0	0	0.7809545717
TGME49_257730	276	1	0	1	0	0.8689767127
TGME49_257740	251	2	0	2	0	0.4694719773
TGME49_257750	324	1	1	0	0	0.9117466295
TGME49_257760	1997	21	19	2	0	0.8287005002
TGME49_257770	759	4	4	0	0	0.5156243661
TGME49_257780	559	6	6	0	0	0.7510819284
TGME49_257800	1243	22	21	1	0	0.4217260209
TGME49_257945	2276	40	36	4	0	0.6644606296
TGME49_257960	1123	8	5	3	0	0.5908250155
TGME49_257980	1131	9	6	3	0	0.9012871637
TGME49_257990	458	1	1	0	0	0.900311637
TGME49_258000	369	2	1	1	0	0.9204014636
TGME49_258010	954	6	6	0	0	0.6590801073
TGME49_258030	608	4	4	0	0	0.6354211546
TGME49_258050	678	1	0	1	0	0.8279983712
TGME49_258060	506	0				0.8621023108
TGME49_258070	529	2	1	1	0	0.8471484579
TGME49_258080	773	2	2	0	0	0.602825062
TGME49_258085	224	2	2	0	0	0.4965228055
TGME49_258090	776	3	2	1	0	0.5910373802
TGME49_258100	192	1	1	0	0	0.8506830582
TGME49_258110	867	5	2	3	0	0.5511549733
TGME49_258130	1824	8	8	0	0	0.987503657
TGME49_258150	779	1	1	0	0	0.8218274986
TGME49_258160	1055	12	12	0	0	0.8633321843
TGME49_258170	197	1	1	0	0	0.800251539
TGME49_258180	946	16	15	1	0	0.6691838679
TGME49_258210	1014	5	5	0	0	0.9065191238
TGME49_258220	403	6	5	1	0	0.7884001976
TGME49_258225						
TGME49_258230	282	4	2	2	0	0.4207374044
TGME49_258240	821	4	3	1	0	0.670617851
TGME49_258350	1246	11	10	1	0	0.4542221335
TGME49_258360	839	9	8	1	0	0.5924569007
TGME49_258380	939	16	16	0	0	0.8874080651
TGME49_258390	504	5	5	0	0	0.8967745773
TGME49_258410	233	1	1	0	0	0.8339585161
TGME49_258420	649	8	8	0	0	0.5170937315
TGME49_258450	689	5	5	0	0	0.8187587103
TGME49_258470	308	0				0.8409720186
TGME49_258480	1519	18	18	0	0	0.47538518
TGME49_258490	474	4	2	2	0	0.7775868443
TGME49_258500	843	14	13	1	0	0.7639617789
TGME49_258540	1097	15	15	0	0	0.4709798319
TGME49_258560	707	8	6	2	0	0.7994864933
TGME49_258580	438	7	7	0	0	0.7147298278
TGME49_258590	755	13	13	0	0	0.7167666963
TGME49_258610	502	9	9	0	0	0.5529920471
TGME49_258625	480	7	5	2	0	0.7200734237
TGME49_258630	868	9	8	1	0	0.8837060448
TGME49_258640						
TGME49_258650	757	10	10	0	0	0.56093615
TGME49_258660	140	1	1	0	0	0.8960573318
TGME49_258680	1039	4	4	0	0	0.7866920949
TGME49_258690	1160	5	5	0	0	0.61680337
TGME49_258700	700	9	8	1	0	0.6407697285
TGME49_258710	1276	7	7	0	0	0.7028148864
TGME49_258720	399	1	1	0	0	0.8316818125
TGME49_258730	95	0				0.5740011109
TGME49_258740	384	0				0.8253829732
TGME49_258770	1398	8	8	0	0	0.8406505231
TGME49_258780	3362	38	38	0	0	0.9110807112
TGME49_258790	842	1	1	0	0	0.5203102598
TGME49_258800	516	7	7	0	0	0.7642162519
TGME49_258810	633	7	6	1	0	0.7929337053
TGME49_258820	211	2	2	0	0	0.9882984778
TGME49_258826	648	4	3	1	0	0.8695720173
TGME49_258832	869	4	4	0	0	0.5834919425
TGME49_258850	927	9	7	2	0	0.8132612868
TGME49_258860	963	11	10	1	0	0.6766286831
TGME49_258870	231	3	1	1	1	0.3980146769
TGME49_258880	897	10	9	0	1	0.801289121
TGME49_258900	290	2	2	0	0	0.7555911219
TGME49_258920	983	16	14	1	1	0.7698863336
TGME49_258930	326	1	1	0	0	0.7915567901
TGME49_258940						
TGME49_258950	1136	2	2	0	0	0.9841124745
TGME49_258970	689	2	2	0	0	0.8861173088
TGME49_258980	976	9	8	1	0	0.7436743749
TGME49_258990	727	5	3	2	0	0.9603457071
TGME49_259000	788	3	3	0	0	0.8957951295
TGME49_259010	1170	4	3	1	0	0.9696107755
TGME49_259040	559	2	2	0	0	0.8002930055
TGME49_259050	1029	4	3	1	0	0.6379513752
TGME49_259070	406	3	2	1	0	0.4332820799
TGME49_259080	199	1	0	1	0	0.5289995202
TGME49_259090	256	0				0.7500118014
TGME49_259100						
TGME49_259115	674	5	5	0	0	0.6272684039
TGME49_259140	378	3	2	1	0	0.5700413521
TGME49_259160	877	15	13	2	0	0.8179510758
TGME49_259168	153	1	0	0	1	0.6032234131
TGME49_259172	1511	18	16	2	0	0.8146549404
TGME49_259190	958	11	11	0	0	0.5889514618
TGME49_259200	993	6	6	0	0	0.6456701884
TGME49_259210	546	7	6	1	0	0.804560994
TGME49_259220	333	6	4	2	0	0.3019231306
TGME49_259230	523	4	3	1	0	0.4046614588
TGME49_259240	114	1	1	0	0	0.898118874
TGME49_259260	397	4	4	0	0	0.5161094062
TGME49_259520	447	7	6	1	0	0.5927970457
TGME49_259530	2227	35	34	1	0	0.9076633334
TGME49_259550	604	4	2	0	2	0.8140387643
TGME49_259560	1005	18	18	0	0	0.8572580119
TGME49_259570	148	1	1	0	0	0.683244129
TGME49_259580	82	2	1	1	0	0.7375164951
TGME49_259600	650	8	8	0	0	0.9775082725
TGME49_259610	601	13	11	2	0	0.8563245752
TGME49_259630	169	0				0.9946051318
TGME49_259640	785	8	8	0	0	0.5599359877
TGME49_259650	837	5	5	0	0	0.5543965965
TGME49_259660	317	1	1	0	0	0.9157348994
TGME49_259690	190	1	1	0	0	0.8221525247
TGME49_259700	769	6	6	0	0	0.8404006799
TGME49_259710	510	2	2	0	0	0.9253402829
TGME49_259720	1303	6	6	0	0	0.8990539628
TGME49_259830	802	2	2	0	0	0.8746266037
TGME49_259840	543	2	1	1	0	0.8961398521
TGME49_259850	504	2	1	1	0	0.9448204901
TGME49_259860	932	6	4	2	0	0.7419049351
TGME49_259870	1539	23	23	0	0	0.412254573
TGME49_259880	298	5	5	0	0	0.5779455405
TGME49_259940	684	8	7	1	0	0.8213256072
TGME49_259950	242	3	2	1	0	0.4934910719
TGME49_259970	1594	9	8	1	0	0.5140559441
TGME49_259980	2006	11	11	0	0	0.5366994788
TGME49_259990						
TGME49_260010	483	0				0.734800567
TGME49_260020	658	3	3	0	0	0.6301233607
TGME49_260030	1195	10	10	0	0	0.4918032962
TGME49_260140	500	2	2	0	0	0.5420846218
TGME49_260160	825	6	6	0	0	0.9180940558
TGME49_260170	309	0				0.4068178264
TGME49_260180	437	1	1	0	0	0.9758784293
TGME49_260190	89	0				0.8881676055
TGME49_260200	198	0				0.8894420217
TGME49_260210	712	3	3	0	0	0.6211133391
TGME49_260220	425	2	1	1	0	0.5846234616
TGME49_260230	357	3	2	1	0	0.5151721376
TGME49_260240	1267	5	3	2	0	0.4812094708
TGME49_260250	727	5	2	3	0	0.6004854938
TGME49_260260	121	0				0.9229288934
TGME49_260270	836	8	7	1	0	0.6189041331
TGME49_260320						
TGME49_260325						
TGME49_260330						
TGME49_260340	826	10	10	0	0	0.8496105395
TGME49_260370	479	3	3	0	0	0.7561842661
TGME49_260380	1068	8	8	0	0	0.517961581
TGME49_260390	819	5	5	0	0	0.834952186
TGME49_260400	343	1	1	0	0	0.9935097107
TGME49_260410	729	3	3	0	0	0.6762465691
TGME49_260420	1243	9	9	0	0	0.5826762837
TGME49_260430	1164	4	3	1	0	0.5291693495
TGME49_260440	66	0				0.7974987789
TGME49_260470	652	5	5	0	0	0.8838150975
TGME49_260500	200	0				0.8297319668
TGME49_260510	580	4	4	0	0	0.9111890115
TGME49_260520	495	8	7	1	0	0.2727709601
TGME49_260540	480	3	3	0	0	0.9621877006
TGME49_260550	570	3	3	0	0	0.5290886523
TGME49_260570	511	3	3	0	0	0.525584382
TGME49_260580						
TGME49_260600	306	4	2	0	2	0.7630846405
TGME49_260610	796	3	3	0	0	0.8314696623
TGME49_260620	408	2	2	0	0	0.8401062832
TGME49_260630	1197	3	3	0	0	0.8559964734
TGME49_260640	610	5	4	1	0	0.6930686129
TGME49_260660	1056	8	8	0	0	0.6603419037
TGME49_260670	1150	2	2	0	0	0.7995883397
TGME49_260680	747	3	3	0	0	0.6389475026
TGME49_260790	759	3	3	0	0	0.7150910652
TGME49_260800	837	17	11	6	0	0.6215523373
TGME49_260810	1332	14	14	0	0	0.6550194457
TGME49_260820	820	4	4	0	0	0.8089274324
TGME49_260825	871	4	4	0	0	0.8419679719
TGME49_260840						
TGME49_260860	3014	44	43	1	0	0.3997059601
TGME49_260870	409	2	2	0	0	0.9183086731
TGME49_260990	514	2	2	0	0	0.593651535
TGME49_261000	998	3	3	0	0	0.7313662219
TGME49_261010	738	6	4	2	0	0.8498901765
TGME49_261030	423	1	1	0	0	0.7606453269
TGME49_261050	617	4	3	1	0	0.6611782831
TGME49_261060	819	8	6	2	0	0.8168491462
TGME49_261070	898	3	3	0	0	0.9087906716
TGME49_261080	1169	9	6	3	0	0.8424439723
TGME49_261200	1379	15	14	1	0	0.7616973885
TGME49_261210	760	2	2	0	0	0.8599036339
TGME49_261220	1372	5	5	0	0	0.9087594808
TGME49_261230	3393	17	17	0	0	0.8865300611
TGME49_261240	77	0				0.7529794711
TGME49_261250	127	0				0.9147191568
TGME49_261260	1159	7	6	1	0	0.7805418031
TGME49_261300	1141	3	2	1	0	0.3521724654
TGME49_261370						
TGME49_261380	913	0				0.7703703929
TGME49_261390						
TGME49_261400	727	3	3	0	0	0.9000387376
TGME49_261410	626	5	5	0	0	0.9007949006
TGME49_261430	928	8	8	0	0	0.9108103448
TGME49_261440	1413	5	5	0	0	0.8781497892
TGME49_261450	551	1	1	0	0	0.6698525241
TGME49_261460	605	0				0.4574338542
TGME49_261470	834	4	4	0	0	0.9786789767
TGME49_261475	504	3	2	1	0	0.9729490702
TGME49_261480	651	1	1	0	0	0.911801476
TGME49_261490	1088	5	5	0	0	0.4103249144
TGME49_261500	945	11	11	0	0	0.8726499102
TGME49_261510	560	2	2	0	0	0.8541999746
TGME49_261520	646	2	2	0	0	0.9050540387
TGME49_261540	268	1	1	0	0	0.8102779758
TGME49_261570	153	0				0.9834541789
TGME49_261580	146	0				0.8471965491
TGME49_261590	531	8	6	2	0	0.8767837186
TGME49_261600	191	2	2	0	0	0.354153138
TGME49_261620	963	12	11	1	0	0.7685829453
TGME49_261660	627	9	9	0	0	0.4798381788
TGME49_261670	608	6	6	0	0	0.845743719
TGME49_261680	1414	11	11	0	0	0.764343079
TGME49_261690	576	8	7	1	0	0.4143120397
TGME49_261710	630	5	5	0	0	0.9885340365
TGME49_261720	1775	24	24	0	0	0.9268371215
TGME49_261730	2544	29	28	1	0	0.9404795785
TGME49_261740	307	1	1	0	0	0.9175751419
TGME49_261750	443	3	3	0	0	0.7813217953
TGME49_261760	1085	8	8	0	0	0.7089300594
TGME49_261780	249	3	3	0	0	0.5863064224
TGME49_261790	1126	7	7	0	0	0.7668046086
TGME49_261850	684	13	13	0	0	0.7354497617
TGME49_261940	1270	3	3	0	0	0.5954973886
TGME49_261950	364	0				0.9196754435
TGME49_261955	969	8	8	0	0	0.9162123692
TGME49_261960	572	5	3	2	0	0.8527996237
TGME49_261970						
TGME49_261980	1202	15	14	1	0	0.7371357904
TGME49_261990	992	4	2	2	0	0.3606479177
TGME49_262010	454	0				0.9873224935
TGME49_262040	618	1	1	0	0	0.9188266564
TGME49_262050	252	4	3	1	0	0.7342947181
TGME49_262060	1656	11	10	1	0	0.5382307299
TGME49_262070	1136	9	9	0	0	0.6570886599
TGME49_262080	484	5	3	1	1	0.5717788474
TGME49_262100	220	1	1	0	0	0.7887431312
TGME49_262120	1876	13	11	2	0	0.6620852909
TGME49_262130	620	7	7	0	0	0.5937875139
TGME49_262140	1000	10	9	1	0	0.8457786378
TGME49_262150	942	2	2	0	0	0.4495883488
TGME49_262170	542	8	8	0	0	0.5049726482
TGME49_262380	265	0				0.5889673027
TGME49_262390	2452	24	24	0	0	0.5773332999
TGME49_262400	907	4	2	2	0	0.9414443535
TGME49_262410	134	0				0.8427971383
TGME49_262420	1163	11	10	1	0	0.5001987353
TGME49_262430	680	4	3	1	0	0.9707167623
TGME49_262450	1230	12	12	0	0	0.6451502966
TGME49_262460	741	11	11	0	0	0.6461512563
TGME49_262480	523	7	7	0	0	0.777800191
TGME49_262490	1256	10	10	0	0	0.7113296393
TGME49_262510	574	9	9	0	0	0.7640590443
TGME49_262520	912	5	5	0	0	0.5948999732
TGME49_262530	458	4	1	3	0	0.5677680856
TGME49_262540	967	8	7	1	0	0.8299552124
TGME49_262550	850	8	7	1	0	0.77069517
TGME49_262560	496	4	3	1	0	0.7654435164
TGME49_262610	777	9	7	2	0	0.3653606664
TGME49_262620	143	0				0.7824979658
TGME49_262630	928	11	11	0	0	0.4985782326
TGME49_262640	184	1	1	0	0	0.8111744095
TGME49_262650	927	8	6	2	0	0.6009282606
TGME49_262660	1122	7	7	0	0	0.5222691864
TGME49_262670	145	0				0.9162558915
TGME49_262680	415	5	5	0	0	0.8646222334
TGME49_262690	67	0				0.7031199375
TGME49_262700	669	7	6	1	0	0.706375429
TGME49_262710	556	3	3	0	0	0.9235494027
TGME49_262715	736	6	5	1	0	0.5958662407
TGME49_262720	63	0				0.5343178613
TGME49_262730	467	7	7	0	0	0.8411872286
TGME49_262740	535	3	1	2	0	0.8510557718
TGME49_262750	510	3	2	1	0	0.6721544526
TGME49_262760	629	4	3	1	0	0.7684409457
TGME49_262780	630	2	2	0	0	0.8188640785
TGME49_262810	110	0				0.8913466115
TGME49_262825	646	8	2	5	1	0.7762608187
TGME49_262850	1520	4	3	1	0	0.96769395
TGME49_262860	772	3	3	0	0	0.7470277337
TGME49_262880	1344	12	12	0	0	0.9062076563
TGME49_262910	450	2	2	0	0	0.823929443
TGME49_262920	323	1	1	0	0	0.6713702431
TGME49_262930	664	4	3	1	0	0.6047636377
TGME49_262933	601	9	9	0	0	0.6674879775
TGME49_262935	269	4	3	1	0	0.4343806135
TGME49_262950	441	3	3	0	0	0.514324045
TGME49_262960	481	7	7	0	0	0.6681250451
TGME49_262970	601	13	13	0	0	0.9192973043
TGME49_262980	1239	10	10	0	0	0.5957455781
TGME49_262990	819	4	4	0	0	0.5877055063
TGME49_263000	607	5	5	0	0	0.7486349076
TGME49_263020	378	5	4	0	1	0.3646614364
TGME49_263030						
TGME49_263040	107	0				0.991153333
TGME49_263050	154	0				0.9498178795
TGME49_263060	729	2	2	0	0	0.6193242497
TGME49_263070	896	3	2	1	0	0.3747924032
TGME49_263080	529	1	1	0	0	0.7884940404
TGME49_263085	756	11	11	0	0	0.4688946031
TGME49_263090	160	0				0.9835775834
TGME49_263100	874	7	7	0	0	0.9834541789
TGME49_263110	462	3	2	1	0	0.4406459034
TGME49_263120	476	10	10	0	0	0.8818729247
TGME49_263130						
TGME49_263135	1253	18	17	1	0	0.4474578846
TGME49_263140	772	8	6	2	0	0.5497884342
TGME49_263150	1242	7	7	0	0	0.8942574432
TGME49_263170	706	3	3	0	0	0.9155565811
TGME49_263180	689	1	1	0	0	0.9110688754
TGME49_263190	563	8	5	3	0	0.7444812987
TGME49_263200	1797	11	11	0	0	0.8416974034
TGME49_263210	942	7	7	0	0	0.5318223887
TGME49_263220	518	1	0	1	0	0.9782994095
TGME49_263230	2034	9	9	0	0	0.6462581453
TGME49_263240	295	2	1	1	0	0.9133533266
TGME49_263260	2387	22	22	0	0	0.8224163616
TGME49_263270	1495	13	13	0	0	0.8198005102
TGME49_263280	576	6	6	0	0	0.5936382356
TGME49_263290	335	3	1	2	0	0.9038330682
TGME49_263300	292	0				0.9526072888
TGME49_263320	291	4	3	1	0	0.689254732
TGME49_263323	675	1	1	0	0	0.7669506115
TGME49_263330	860	8	6	0	2	0.5920354011
TGME49_263340	577	5	5	0	0	0.6490754793
TGME49_263360	591	8	6	2	0	0.7792934401
TGME49_263390						
TGME49_263400	363	7	6	1	0	0.7865402372
TGME49_263420	533	2	2	0	0	0.8231265872
TGME49_263430	751	5	5	0	0	0.6596361136
TGME49_263440	460	1	1	0	0	0.9117466295
TGME49_263450	618	4	3	1	0	0.8151601565
TGME49_263470	771	6	6	0	0	0.6633390397
TGME49_263480	373	3	2	1	0	0.9121987917
TGME49_263490	882	4	4	0	0	0.9173798485
TGME49_263500	828	2	2	0	0	0.8749014221
TGME49_263510	600	6	4	1	1	0.9202254986
TGME49_263520	437	1	1	0	0	0.8434711487
TGME49_263530	72	0				0.9357046688
TGME49_263540	905	5	4	1	0	0.5435307956
TGME49_263550	617	5	4	1	0	0.7840126411
TGME49_263560	971	7	6	1	0	0.861713302
TGME49_263570	526	4	3	1	0	0.8346327655
TGME49_263580	1214	9	9	0	0	0.6087783259
TGME49_263590	784	2	2	0	0	0.8589729319
TGME49_263595	564	3	1	0	2	0.6838170057
TGME49_263610	731	3	0	2	1	0.4190632785
TGME49_263630	154	0				0.7432246544
TGME49_263650	299	1	1	0	0	0.9522219995
TGME49_263660	1063	5	5	0	0	0.8974700203
TGME49_263670	768	11	10	1	0	0.8851749696
TGME49_263680	601	2	2	0	0	0.5113861265
TGME49_263690						
TGME49_263700	153	0				0.9162011598
TGME49_263710	248	0				0.4252753512
TGME49_263720	112	1	1	0	0	0.9060535743
TGME49_263730	3310	35	31	4	0	0.8760361224
TGME49_263750	695	6	6	0	0	0.6253029998
TGME49_263785	913	5	5	0	0	0.9033758883
TGME49_263800	445	2	2	0	0	0.9170357107
TGME49_263810	312	2	2	0	0	0.9164524334
TGME49_263820	412	1	1	0	0	0.6698966786
TGME49_263840	1485	22	21	1	0	0.3474157617
TGME49_263850	224	0				0.9078637479
TGME49_263860	347	0				0.887052719
TGME49_263870	239	1	1	0	0	0.8694314157
TGME49_263980	1767	22	20	2	0	0.898124215
TGME49_263990	461	0				0.9422305528
TGME49_264000	591	1	1	0	0	0.7197099112
TGME49_264010	548	0				0.7696715053
TGME49_264020	825	12	12	0	0	0.809988886
TGME49_264030	106	1	0	1	0	0.4279677015
TGME49_264040	261	1	1	0	0	0.8038963113
TGME49_264050	617	7	7	0	0	0.9219026859
TGME49_264060	454	4	4	0	0	0.4854216047
TGME49_264070						
TGME49_264075	699	7	7	0	0	0.4866656967
TGME49_264080	155	1	1	0	0	0.8400186738
TGME49_264090	508	4	3	1	0	0.5073469028
TGME49_264110	922	9	7	2	0	0.5916815763
TGME49_264130	1183	10	10	0	0	0.831092567
TGME49_264150	273	1	1	0	0	0.5336340751
TGME49_264160	753	10	10	0	0	0.9105064874
TGME49_264190	934	8	7	1	0	0.6542590438
TGME49_264200	804	7	6	1	0	0.6805007339
TGME49_264210	542	1	1	0	0	0.4321459488
TGME49_264220	1374	16	15	1	0	0.8612945686
TGME49_264225	169	1	1	0	0	0.8935164147
TGME49_264440	689	2	2	0	0	0.6601706601
TGME49_264450	712	4	4	0	0	0.9227365918
TGME49_264460	1142	4	4	0	0	0.890860766
TGME49_264472	530	1	0	1	0	0.9064977256
TGME49_264600	613	10	10	0	0	0.8278284882
TGME49_264610	614	0				0.9296509327
TGME49_264640	1120	10	10	0	0	0.8546226718
TGME49_264660	54	0				0.7243291393
TGME49_264690	1239	12	12	0	0	0.9174994014
TGME49_264710	800	11	10	1	0	0.3280571508
TGME49_264720	687	8	8	0	0	0.7387894575
TGME49_264730	544	3	3	0	0	0.8524805637
TGME49_264740	695	8	7	1	0	0.8180299235
TGME49_264752	290	4	3	1	0	0.8936161888
TGME49_264760	961	9	9	0	0	0.8083021789
TGME49_264770	908	4	4	0	0	0.9742330113
TGME49_264780	888	4	4	0	0	0.866513266
TGME49_264790	1100	8	8	0	0	0.3571302335
TGME49_264820	1145	8	8	0	0	0.4253190745
TGME49_264830	981	5	5	0	0	0.7364211986
TGME49_264840	124	2	2	0	0	0.4292850613
TGME49_264860	806	3	3	0	0	0.6816151226
TGME49_264870	1488	11	9	2	0	0.9126608871
TGME49_264880	918	10	8	2	0	0.6025465873
TGME49_264890	1049	7	7	0	0	0.8242765972
TGME49_264900	540	3	3	0	0	0.9767878576
TGME49_264940	1418	6	5	1	0	0.6852164656
TGME49_264950	913	5	5	0	0	0.8363865274
TGME49_264960	664	8	8	0	0	0.8121071708
TGME49_264970	870	4	3	1	0	0.4542196091
TGME49_264990	561	2	2	0	0	0.9532372732
TGME49_265000	602	5	5	0	0	0.6639114352
TGME49_265010	1588	14	13	1	0	0.5018354005
TGME49_265020	617	3	3	0	0	0.5369748533
TGME49_265040	1699	32	31	1	0	0.4216034273
TGME49_265070	473	5	2	3	0	0.7986473951
TGME49_265080	531	1	1	0	0	0.5412916206
TGME49_265090	2623	41	39	2	0	0.9182600908
TGME49_265110	439	6	6	0	0	0.8614930545
TGME49_265140	690	9	6	3	0	0.5865715256
TGME49_265150	458	2	2	0	0	0.8406223679
TGME49_265170	2101	15	14	1	0	0.9252871151
TGME49_265180	1393	4	4	0	0	0.9084499003
TGME49_265190	654	5	5	0	0	0.7409219634
TGME49_265220	515	1	1	0	0	0.8393619064
TGME49_265240	228	2	1	1	0	0.5117382132
TGME49_265250	3407	42	42	0	0	0.6788073823
TGME49_265260	2699	21	20	1	0	0.8412038999
TGME49_265270	1115	3	3	0	0	0.6350986612
TGME49_265280	553	3	2	1	0	0.8458398465
TGME49_265310	735	6	6	0	0	0.9473087559
TGME49_265320	520	12	12	0	0	0.6874216383
TGME49_265330	1206	9	9	0	0	0.8500477594
TGME49_265360	164	3	2	1	0	0.4177219922
TGME49_265370	257	1	1	0	0	0.8220385251
TGME49_265380	1931	33	32	1	0	0.897818831
TGME49_265390	2255	16	16	0	0	0.9111066212
TGME49_265400	1680	11	11	0	0	0.9237380148
TGME49_265410	1017	4	4	0	0	0.8949082443
TGME49_265420	268	0				0.925933972
TGME49_265440	806	6	6	0	0	0.6660062266
TGME49_265450	186	1	1	0	0	0.8981246561
TGME49_265455	232	3	3	0	0	0.8351678464
TGME49_265460	703	7	7	0	0	0.5843217017
TGME49_265470	903	8	7	0	1	0.9122350095
TGME49_265500	669	4	4	0	0	0.7610684294
TGME49_265510	628	0				0.8455204735
TGME49_265520	731	3	2	1	0	0.6172714173
TGME49_265530	961	0				0.7493454733
TGME49_265650	254	1	1	0	0	0.6075326656
TGME49_265770	1239	5	5	0	0	0.5755926675
TGME49_265780	3597	32	31	1	0	0.9087731139
TGME49_265790	857	7	7	0	0	0.8715130789
TGME49_265810	863	8	8	0	0	0.5524196074
TGME49_265820	581	4	4	0	0	0.8789307959
TGME49_265830	1210	4	4	0	0	0.5343372009
TGME49_265840	709	4	4	0	0	0.4179196894
TGME49_265850	1096	10	10	0	0	0.6776430314
TGME49_265870	2824	30	30	0	0	0.8147089707
TGME49_265990	636	3	2	1	0	0.909957762
TGME49_266010	773	4	2	2	0	0.6899117289
TGME49_266030	778	4	4	0	0	0.8338147563
TGME49_266050	478	6	6	0	0	0.8191712418
TGME49_266060	164	1	1	0	0	0.6970740639
TGME49_266070	192	0				0.9102102109
TGME49_266080	541	9	7	2	0	0.6592705692
TGME49_266090	1227	12	11	1	0	0.8137619674
TGME49_266100	585	17	16	1	0	0.528347907
TGME49_266110	676	7	6	1	0	0.4638534292
TGME49_266120	349	2	1	1	0	0.4474195612
TGME49_266140	1051	16	16	0	0	0.8591273824
TGME49_266260	897	3	3	0	0	0.607846525
TGME49_266280	1073	7	7	0	0	0.8585644632
TGME49_266300	594	1	1	0	0	0.9100139425
TGME49_266310	1820	14	14	0	0	0.7766057524
TGME49_266320	177	2	0	2	0	0.5771737156
TGME49_266360	466	5	5	0	0	0.4531784162
TGME49_266366	1630	6	6	0	0	0.8397957814
TGME49_266372	674	6	4	2	0	0.4653479534
TGME49_266390	672	5	4	1	0	0.7627060394
TGME49_266400	684	0				0.6623369219
TGME49_266410	1097	8	8	0	0	0.6062493624
TGME49_266435	491	6	5	1	0	0.9813372263
TGME49_266450	691	12	12	0	0	0.8151617584
TGME49_266460	159	0				0.9163494689
TGME49_266470	520	0				0.8113297333
TGME49_266480	522	9	9	0	0	0.631617969
TGME49_266620	168	1	1	0	0	0.7430562139
TGME49_266630	1416	12	11	1	0	0.7642391282
TGME49_266640	677	3	3	0	0	0.5867439514
TGME49_266670	148	0				0.6701554024
TGME49_266680	1004	12	12	0	0	0.8298860928
TGME49_266690	1426	16	15	1	0	0.4692685516
TGME49_266730	1074	9	9	0	0	0.6653412369
TGME49_266750	875	8	8	0	0	0.8176713872
TGME49_266760	130	2	2	0	0	0.7195010418
TGME49_266800	725	9	9	0	0	0.7861832683
TGME49_266810	795	10	9	1	0	0.3399743705
TGME49_266830	1790	31	30	1	0	0.4531434476
TGME49_266840	435	11	11	0	0	0.7383745734
TGME49_266850	448	4	3	1	0	0.8370473325
TGME49_266860	395	2	2	0	0	0.5498070332
TGME49_266880	156	3	3	0	0	0.8168481487
TGME49_266890	827	14	13	1	0	0.7700838795
TGME49_266900	354	3	3	0	0	0.5608900993
TGME49_266910	218	3	3	0	0	0.7641404706
TGME49_266920	492	10	7	3	0	0.828111965
TGME49_266930	1057	3	2	1	0	0.485509956
TGME49_266940	1352	13	13	0	0	0.867309389
TGME49_266950	2462	21	21	0	0	0.8865393872
TGME49_266960	51	0				0.8366889877
TGME49_266970	520	5	5	0	0	0.9034674728
TGME49_266980						
TGME49_266990	1301	20	20	0	0	0.893610569
TGME49_267010	353	4	3	1	0	0.7426561306
TGME49_267020	776	8	8	0	0	0.9389627569
TGME49_267030	1397	13	13	0	0	0.6856132483
TGME49_267040	732	4	4	0	0	0.4903078042
TGME49_267050	174	2	2	0	0	0.904778995
TGME49_267060	66	0				0.8862661521
TGME49_267070	731	5	5	0	0	0.6900488836
TGME49_267080	404	0				0.943285412
TGME49_267090	724	4	3	1	0	0.8084463
TGME49_267100	1368	3	2	1	0	0.8779511791
TGME49_267120	1176	13	12	1	0	0.8495717583
TGME49_267140	319	3	3	0	0	0.9053733315
TGME49_267270	2443	27	26	1	0	0.586589284
TGME49_267280	1046	8	7	1	0	0.8003839737
TGME49_267300	948	4	4	0	0	0.8409032857
TGME49_267330	371	0				0.4943886948
TGME49_267340	480	1	1	0	0	0.8124288196
TGME49_267350	266	1	0	1	0	0.5329578291
TGME49_267370	626	8	8	0	0	0.4980907511
TGME49_267380	1230	23	20	3	0	0.8685933731
TGME49_267390	515	5	5	0	0	0.5343570169
TGME49_267400	559	10	9	1	0	0.6751191209
TGME49_267420	515	5	4	1	0	0.270832927
TGME49_267430	212	1	1	0	0	0.8312551937
TGME49_267440	369	0				0.6500062967
TGME49_267450	605	7	6	1	0	0.7406145057
TGME49_267480	260	4	4	0	0	0.5204591965
TGME49_267500	379	2	2	0	0	0.7857919505
TGME49_267510	888	11	8	3	0	0.6004423676
TGME49_267520						
TGME49_267530	745	1	1	0	0	0.5002410493
TGME49_267540	1544	7	6	1	0	0.5742936308
TGME49_267550	1107	20	20	0	0	0.8545850444
TGME49_267570	691	8	7	1	0	0.9743571887
TGME49_267580	1473	4	4	0	0	0.8338090086
TGME49_267585	463	2	2	0	0	0.4919153454
TGME49_267590	788	3	3	0	0	0.8495303614
TGME49_267600	940	9	9	0	0	0.6506873529
TGME49_267620	649	2	2	0	0	0.695679796
TGME49_267642	1344	16	16	0	0	0.8832566856
TGME49_267650	381	2	2	0	0	0.5477827083
TGME49_267660	807	5	4	1	0	0.5858973063
TGME49_267670	1030	7	7	0	0	0.4636630231
TGME49_267680	707	3	3	0	0	0.9889679115
