Gene ID	Genomic Sequence ID	Genomic Location (Gene)	Gene Strand	Gene Type
TGME49_264150	TGME49_chrVIIb	TGME49_chrVIIb:135,311..136,836(-)	reverse	protein coding gene
TGME49_264160	TGME49_chrVIIb	TGME49_chrVIIb:126,903..134,386(-)	reverse	protein coding gene
TGME49_264170	TGME49_chrVIIb	TGME49_chrVIIb:114,623..127,413(+)	forward	protein coding gene
TGME49_264178	TGME49_chrVIIb	TGME49_chrVIIb:98,474..113,535(-)	reverse	protein coding gene
TGME49_264190	TGME49_chrVIIb	TGME49_chrVIIb:90,424..97,692(+)	forward	protein coding gene
TGME49_264200	TGME49_chrVIIb	TGME49_chrVIIb:84,840..90,268(-)	reverse	protein coding gene
TGME49_264210	TGME49_chrVIIb	TGME49_chrVIIb:78,583..83,412(-)	reverse	protein coding gene
TGME49_264220	TGME49_chrVIIb	TGME49_chrVIIb:59,625..70,244(+)	forward	protein coding gene
TGME49_264225	TGME49_chrVIIb	TGME49_chrVIIb:55,783..57,559(-)	reverse	protein coding gene
TGME49_264230	TGME49_chrVIIb	TGME49_chrVIIb:53,795..54,133(-)	reverse	protein coding gene
TGME49_264240	TGME49_chrVIIb	TGME49_chrVIIb:26,672..38,510(-)	reverse	protein coding gene
TGME49_264250	TGME49_chrVIIb	TGME49_chrVIIb:9,355..12,785(-)	reverse	protein coding gene
TGME49_264260	TGME49_chrVIIb	TGME49_chrVIIb:7,243..9,208(-)	reverse	protein coding gene
TGME49_264440	TGME49_chrIX	TGME49_chrIX:2,237,929..2,243,055(-)	reverse	protein coding gene
TGME49_264450	TGME49_chrIX	TGME49_chrIX:2,218,295..2,237,196(+)	forward	protein coding gene
TGME49_264460	TGME49_chrIX	TGME49_chrIX:2,206,959..2,216,388(+)	forward	protein coding gene
TGME49_264472	TGME49_chrIX	TGME49_chrIX:2,201,612..2,206,713(-)	reverse	protein coding gene
TGME49_264485	TGME49_chrIX	TGME49_chrIX:2,184,362..2,200,487(-)	reverse	protein coding gene
TGME49_264600	TGME49_chrIX	TGME49_chrIX:2,182,066..2,184,129(+)	forward	protein coding gene
TGME49_264610	TGME49_chrIX	TGME49_chrIX:2,170,825..2,179,048(-)	reverse	protein coding gene
TGME49_264620	TGME49_chrIX	TGME49_chrIX:2,168,243..2,170,682(-)	reverse	protein coding gene
TGME49_264630	TGME49_chrIX	TGME49_chrIX:2,161,629..2,164,734(-)	reverse	protein coding gene
TGME49_264640	TGME49_chrIX	TGME49_chrIX:2,153,953..2,160,186(-)	reverse	protein coding gene
TGME49_264650	TGME49_chrIX	TGME49_chrIX:2,145,240..2,153,212(+)	forward	protein coding gene
TGME49_264660	TGME49_chrIX	TGME49_chrIX:2,135,628..2,144,429(+)	forward	protein coding gene
TGME49_264670	TGME49_chrIX	TGME49_chrIX:2,116,243..2,133,960(+)	forward	protein coding gene
TGME49_264690	TGME49_chrIX	TGME49_chrIX:2,107,396..2,113,275(-)	reverse	protein coding gene
TGME49_264700	TGME49_chrIX	TGME49_chrIX:2,103,623..2,106,765(+)	forward	protein coding gene
TGME49_264710	TGME49_chrIX	TGME49_chrIX:2,095,928..2,102,832(+)	forward	protein coding gene
TGME49_264720	TGME49_chrIX	TGME49_chrIX:2,089,130..2,095,778(-)	reverse	protein coding gene
TGME49_264730	TGME49_chrIX	TGME49_chrIX:2,085,370..2,088,188(-)	reverse	protein coding gene
TGME49_264740	TGME49_chrIX	TGME49_chrIX:2,078,200..2,084,135(-)	reverse	protein coding gene
TGME49_264752	TGME49_chrIX	TGME49_chrIX:2,056,547..2,071,773(-)	reverse	protein coding gene
TGME49_264760	TGME49_chrIX	TGME49_chrIX:2,042,296..2,055,916(+)	forward	protein coding gene
TGME49_264770	TGME49_chrIX	TGME49_chrIX:2,036,120..2,040,256(+)	forward	protein coding gene
TGME49_264780	TGME49_chrIX	TGME49_chrIX:2,030,558..2,035,886(-)	reverse	protein coding gene
TGME49_264790	TGME49_chrIX	TGME49_chrIX:2,010,219..2,029,275(+)	forward	protein coding gene
TGME49_264805	TGME49_chrIX	TGME49_chrIX:2,006,549..2,009,811(-)	reverse	protein coding gene
TGME49_264820	TGME49_chrIX	TGME49_chrIX:1,994,255..2,005,993(-)	reverse	protein coding gene
TGME49_264830	TGME49_chrIX	TGME49_chrIX:1,982,907..1,994,011(+)	forward	protein coding gene
TGME49_264840	TGME49_chrIX	TGME49_chrIX:1,963,602..1,977,618(+)	forward	protein coding gene
TGME49_264860	TGME49_chrIX	TGME49_chrIX:1,947,753..1,962,373(-)	reverse	protein coding gene
TGME49_264870	TGME49_chrIX	TGME49_chrIX:1,941,792..1,947,187(+)	forward	protein coding gene
TGME49_264875	TGME49_chrIX	TGME49_chrIX:1,940,882..1,941,820(-)	reverse	protein coding gene
TGME49_264880	TGME49_chrIX	TGME49_chrIX:1,927,783..1,937,972(-)	reverse	protein coding gene
TGME49_264890	TGME49_chrIX	TGME49_chrIX:1,917,976..1,927,393(-)	reverse	protein coding gene
TGME49_264900	TGME49_chrIX	TGME49_chrIX:1,908,158..1,914,471(-)	reverse	protein coding gene
TGME49_264940	TGME49_chrIX	TGME49_chrIX:1,895,007..1,908,445(+)	forward	protein coding gene
TGME49_264950	TGME49_chrIX	TGME49_chrIX:1,886,775..1,893,758(+)	forward	protein coding gene
TGME49_264960	TGME49_chrIX	TGME49_chrIX:1,883,162..1,886,660(-)	reverse	protein coding gene
TGME49_264970	TGME49_chrIX	TGME49_chrIX:1,873,961..1,883,078(+)	forward	protein coding gene
TGME49_264980	TGME49_chrIX	TGME49_chrIX:1,865,985..1,871,912(+)	forward	protein coding gene
TGME49_264990	TGME49_chrIX	TGME49_chrIX:1,861,490..1,863,893(+)	forward	protein coding gene
TGME49_265000	TGME49_chrIX	TGME49_chrIX:1,851,480..1,859,309(+)	forward	protein coding gene
TGME49_265010	TGME49_chrIX	TGME49_chrIX:1,839,715..1,849,007(-)	reverse	protein coding gene
TGME49_265020	TGME49_chrIX	TGME49_chrIX:1,832,385..1,839,266(+)	forward	protein coding gene
TGME49_265030	TGME49_chrIX	TGME49_chrIX:1,827,284..1,829,883(-)	reverse	protein coding gene
TGME49_265040	TGME49_chrIX	TGME49_chrIX:1,822,877..1,825,778(-)	reverse	protein coding gene
TGME49_265050	TGME49_chrIX	TGME49_chrIX:1,810,475..1,822,299(+)	forward	protein coding gene
TGME49_265060	TGME49_chrIX	TGME49_chrIX:1,808,954..1,810,928(-)	reverse	protein coding gene
TGME49_265065	TGME49_chrIX	TGME49_chrIX:1,808,437..1,808,937(-)	reverse	protein coding gene
TGME49_265070	TGME49_chrIX	TGME49_chrIX:1,806,144..1,808,865(+)	forward	protein coding gene
TGME49_265080	TGME49_chrIX	TGME49_chrIX:1,795,312..1,805,931(-)	reverse	protein coding gene
TGME49_265090	TGME49_chrIX	TGME49_chrIX:1,776,823..1,795,019(-)	reverse	protein coding gene
TGME49_265100	TGME49_chrIX	TGME49_chrIX:1,769,363..1,776,152(-)	reverse	protein coding gene
TGME49_265110	TGME49_chrIX	TGME49_chrIX:1,760,448..1,769,180(+)	forward	protein coding gene
TGME49_265140	TGME49_chrIX	TGME49_chrIX:1,747,883..1,750,877(-)	reverse	protein coding gene
TGME49_265150	TGME49_chrIX	TGME49_chrIX:1,738,783..1,746,291(-)	reverse	protein coding gene
TGME49_265160	TGME49_chrIX	TGME49_chrIX:1,738,195..1,739,026(-)	reverse	protein coding gene
TGME49_265170	TGME49_chrIX	TGME49_chrIX:1,733,953..1,738,302(+)	forward	protein coding gene
TGME49_265175	TGME49_chrIX	TGME49_chrIX:1,733,953..1,735,408(-)	reverse	protein coding gene
TGME49_265180	TGME49_chrIX	TGME49_chrIX:1,727,137..1,731,403(-)	reverse	protein coding gene
TGME49_265190	TGME49_chrIX	TGME49_chrIX:1,711,091..1,725,511(+)	forward	protein coding gene
TGME49_265205	TGME49_chrIX	TGME49_chrIX:1,694,861..1,705,818(-)	reverse	protein coding gene
TGME49_265220	TGME49_chrIX	TGME49_chrIX:1,689,961..1,694,805(+)	forward	protein coding gene
TGME49_265230	TGME49_chrIX	TGME49_chrIX:1,681,974..1,689,690(-)	reverse	protein coding gene
TGME49_265240	TGME49_chrIX	TGME49_chrIX:1,673,191..1,680,920(+)	forward	protein coding gene
TGME49_265250	TGME49_chrIX	TGME49_chrIX:1,660,047..1,670,035(+)	forward	protein coding gene
TGME49_265260	TGME49_chrIX	TGME49_chrIX:1,644,855..1,650,194(+)	forward	protein coding gene
TGME49_265270	TGME49_chrIX	TGME49_chrIX:1,637,483..1,643,438(-)	reverse	protein coding gene
TGME49_265280	TGME49_chrIX	TGME49_chrIX:1,631,345..1,636,345(-)	reverse	protein coding gene
TGME49_265290	TGME49_chrIX	TGME49_chrIX:1,629,793..1,631,548(+)	forward	protein coding gene
TGME49_265310	TGME49_chrIX	TGME49_chrIX:1,621,814..1,629,753(+)	forward	protein coding gene
TGME49_265320	TGME49_chrIX	TGME49_chrIX:1,617,976..1,620,469(+)	forward	protein coding gene
TGME49_265330	TGME49_chrIX	TGME49_chrIX:1,611,682..1,615,528(-)	reverse	protein coding gene
TGME49_265340	TGME49_chrIX	TGME49_chrIX:1,610,158..1,611,705(+)	forward	protein coding gene
TGME49_265360	TGME49_chrIX	TGME49_chrIX:1,607,565..1,610,076(+)	forward	protein coding gene
TGME49_265370	TGME49_chrIX	TGME49_chrIX:1,603,445..1,605,211(+)	forward	protein coding gene
TGME49_265380	TGME49_chrIX	TGME49_chrIX:1,594,229..1,601,836(+)	forward	protein coding gene
TGME49_265390	TGME49_chrIX	TGME49_chrIX:1,583,048..1,592,839(+)	forward	protein coding gene
TGME49_265400	TGME49_chrIX	TGME49_chrIX:1,575,765..1,581,730(-)	reverse	protein coding gene
TGME49_265410	TGME49_chrIX	TGME49_chrIX:1,572,273..1,575,574(+)	forward	protein coding gene
TGME49_265420	TGME49_chrIX	TGME49_chrIX:1,563,976..1,570,641(+)	forward	protein coding gene
TGME49_265430	TGME49_chrIX	TGME49_chrIX:1,559,026..1,562,693(+)	forward	protein coding gene
TGME49_265440	TGME49_chrIX	TGME49_chrIX:1,551,707..1,557,532(+)	forward	protein coding gene
TGME49_265450	TGME49_chrIX	TGME49_chrIX:1,543,725..1,548,983(-)	reverse	protein coding gene
TGME49_265455	TGME49_chrIX	TGME49_chrIX:1,541,981..1,544,804(+)	forward	protein coding gene
TGME49_265460	TGME49_chrIX	TGME49_chrIX:1,536,364..1,540,591(-)	reverse	protein coding gene
TGME49_265470	TGME49_chrIX	TGME49_chrIX:1,531,063..1,535,790(+)	forward	protein coding gene
TGME49_265500	TGME49_chrIX	TGME49_chrIX:1,519,412..1,530,811(-)	reverse	protein coding gene
TGME49_265510	TGME49_chrIX	TGME49_chrIX:1,515,306..1,519,618(+)	forward	protein coding gene
TGME49_265520	TGME49_chrIX	TGME49_chrIX:1,503,273..1,513,233(+)	forward	protein coding gene
TGME49_265530	TGME49_chrIX	TGME49_chrIX:1,495,524..1,502,025(-)	reverse	protein coding gene
TGME49_265538	TGME49_chrIX	TGME49_chrIX:1,492,020..1,494,477(+)	forward	protein coding gene
TGME49_265542	TGME49_chrIX	TGME49_chrIX:1,488,764..1,490,935(+)	forward	protein coding gene
TGME49_265650	TGME49_chrIX	TGME49_chrIX:1,483,550..1,486,198(+)	forward	protein coding gene
TGME49_265770	TGME49_chrIX	TGME49_chrIX:1,467,389..1,481,161(-)	reverse	protein coding gene
TGME49_265780	TGME49_chrIX	TGME49_chrIX:1,453,670..1,467,379(+)	forward	protein coding gene
TGME49_265790	TGME49_chrIX	TGME49_chrIX:1,448,908..1,451,961(+)	forward	protein coding gene
TGME49_265810	TGME49_chrIX	TGME49_chrIX:1,442,543..1,447,069(+)	forward	protein coding gene
TGME49_265820	TGME49_chrIX	TGME49_chrIX:1,436,131..1,442,327(-)	reverse	protein coding gene
TGME49_265830	TGME49_chrIX	TGME49_chrIX:1,427,012..1,434,913(-)	reverse	protein coding gene
TGME49_265840	TGME49_chrIX	TGME49_chrIX:1,417,486..1,426,456(+)	forward	protein coding gene
TGME49_265850	TGME49_chrIX	TGME49_chrIX:1,404,706..1,415,353(+)	forward	protein coding gene
TGME49_265860	TGME49_chrIX	TGME49_chrIX:1,399,832..1,404,481(-)	reverse	protein coding gene
TGME49_265870	TGME49_chrIX	TGME49_chrIX:1,391,239..1,397,821(-)	reverse	protein coding gene
TGME49_265990	TGME49_chrIX	TGME49_chrIX:1,387,815..1,390,267(-)	reverse	protein coding gene
TGME49_266010	TGME49_chrIX	TGME49_chrIX:1,349,631..1,387,929(+)	forward	protein coding gene
TGME49_266030	TGME49_chrIX	TGME49_chrIX:1,346,158..1,349,460(-)	reverse	protein coding gene
TGME49_266050	TGME49_chrIX	TGME49_chrIX:1,328,528..1,330,928(+)	forward	protein coding gene
TGME49_266060	TGME49_chrIX	TGME49_chrIX:1,325,329..1,328,273(-)	reverse	protein coding gene
TGME49_266065	TGME49_chrIX	TGME49_chrIX:1,322,143..1,324,002(-)	reverse	protein coding gene
TGME49_266070	TGME49_chrIX	TGME49_chrIX:1,319,767..1,321,567(+)	forward	protein coding gene
TGME49_266080	TGME49_chrIX	TGME49_chrIX:1,314,993..1,318,687(+)	forward	protein coding gene
TGME49_266090	TGME49_chrIX	TGME49_chrIX:1,307,520..1,312,533(-)	reverse	protein coding gene
TGME49_266100	TGME49_chrIX	TGME49_chrIX:1,304,249..1,306,756(-)	reverse	protein coding gene
TGME49_266105	TGME49_chrIX	TGME49_chrIX:1,299,750..1,304,032(-)	reverse	protein coding gene
TGME49_266110	TGME49_chrIX	TGME49_chrIX:1,293,056..1,299,554(+)	forward	protein coding gene
TGME49_266120	TGME49_chrIX	TGME49_chrIX:1,288,232..1,292,893(-)	reverse	protein coding gene
TGME49_266130	TGME49_chrIX	TGME49_chrIX:1,280,702..1,283,879(-)	reverse	protein coding gene
TGME49_266140	TGME49_chrIX	TGME49_chrIX:1,271,228..1,279,358(-)	reverse	protein coding gene
TGME49_266150	TGME49_chrIX	TGME49_chrIX:1,266,854..1,269,529(-)	reverse	protein coding gene
TGME49_266260	TGME49_chrIX	TGME49_chrIX:1,262,499..1,266,800(+)	forward	protein coding gene
TGME49_266270	TGME49_chrIX	TGME49_chrIX:1,253,407..1,262,303(-)	reverse	protein coding gene
TGME49_266280	TGME49_chrIX	TGME49_chrIX:1,238,373..1,253,159(+)	forward	protein coding gene
TGME49_266290	TGME49_chrIX	TGME49_chrIX:1,237,797..1,239,085(-)	reverse	protein coding gene
TGME49_266300	TGME49_chrIX	TGME49_chrIX:1,234,135..1,235,871(-)	reverse	protein coding gene
TGME49_266310	TGME49_chrIX	TGME49_chrIX:1,225,339..1,233,243(+)	forward	protein coding gene
TGME49_266320	TGME49_chrIX	TGME49_chrIX:1,219,622..1,224,197(-)	reverse	protein coding gene
TGME49_266330	TGME49_chrIX	TGME49_chrIX:1,216,883..1,218,333(+)	forward	protein coding gene
TGME49_266335	TGME49_chrIX	TGME49_chrIX:1,213,718..1,214,205(+)	forward	protein coding gene
TGME49_266340	TGME49_chrIX	TGME49_chrIX:1,210,374..1,211,435(+)	forward	protein coding gene
TGME49_266360	TGME49_chrIX	TGME49_chrIX:1,202,984..1,204,616(+)	forward	protein coding gene
TGME49_266366	TGME49_chrIX	TGME49_chrIX:1,195,385..1,202,013(+)	forward	protein coding gene
TGME49_266368	TGME49_chrIX	TGME49_chrIX:1,194,275..1,196,321(-)	reverse	protein coding gene
TGME49_266372	TGME49_chrIX	TGME49_chrIX:1,184,878..1,193,135(+)	forward	protein coding gene
TGME49_266380	TGME49_chrIX	TGME49_chrIX:1,177,283..1,181,369(-)	reverse	protein coding gene
TGME49_266390	TGME49_chrIX	TGME49_chrIX:1,168,550..1,175,814(-)	reverse	protein coding gene
TGME49_266400	TGME49_chrIX	TGME49_chrIX:1,155,313..1,168,445(+)	forward	protein coding gene
TGME49_266410	TGME49_chrIX	TGME49_chrIX:1,151,856..1,155,169(-)	reverse	protein coding gene
TGME49_266435	TGME49_chrIX	TGME49_chrIX:1,122,871..1,150,609(+)	forward	protein coding gene
TGME49_266450	TGME49_chrIX	TGME49_chrIX:1,117,964..1,121,265(+)	forward	protein coding gene
TGME49_266460	TGME49_chrIX	TGME49_chrIX:1,112,915..1,114,594(-)	reverse	protein coding gene
TGME49_266470	TGME49_chrIX	TGME49_chrIX:1,109,621..1,111,658(+)	forward	protein coding gene
TGME49_266480	TGME49_chrIX	TGME49_chrIX:1,105,505..1,109,444(-)	reverse	protein coding gene
TGME49_266500	TGME49_chrIX	TGME49_chrIX:1,090,468..1,096,584(-)	reverse	protein coding gene
TGME49_266600	TGME49_chrIX	TGME49_chrIX:1,088,122..1,088,991(-)	reverse	protein coding gene
TGME49_266610	TGME49_chrIX	TGME49_chrIX:1,074,956..1,087,166(-)	reverse	protein coding gene
TGME49_266610	TGME49_chrIX	TGME49_chrIX:1,074,956..1,087,166(-)	reverse	protein coding gene
TGME49_266620	TGME49_chrIX	TGME49_chrIX:1,070,589..1,073,560(-)	reverse	protein coding gene
TGME49_266630	TGME49_chrIX	TGME49_chrIX:1,062,707..1,070,214(+)	forward	protein coding gene
TGME49_266640	TGME49_chrIX	TGME49_chrIX:1,049,886..1,060,782(+)	forward	protein coding gene
TGME49_266650	TGME49_chrIX	TGME49_chrIX:1,045,862..1,047,457(+)	forward	protein coding gene
TGME49_266660	TGME49_chrIX	TGME49_chrIX:1,035,709..1,044,651(+)	forward	protein coding gene
TGME49_266670	TGME49_chrIX	TGME49_chrIX:1,025,882..1,034,052(-)	reverse	protein coding gene
TGME49_266675	TGME49_chrIX	TGME49_chrIX:1,025,016..1,025,858(+)	forward	protein coding gene
TGME49_266680	TGME49_chrIX	TGME49_chrIX:1,019,156..1,025,293(+)	forward	protein coding gene
TGME49_266690	TGME49_chrIX	TGME49_chrIX:1,009,363..1,018,502(-)	reverse	protein coding gene
TGME49_266700	TGME49_chrIX	TGME49_chrIX:1,007,084..1,008,373(+)	forward	protein coding gene
TGME49_266710	TGME49_chrIX	TGME49_chrIX:1,002,002..1,006,629(+)	forward	protein coding gene
TGME49_266720	TGME49_chrIX	TGME49_chrIX:1,000,812..1,001,414(-)	reverse	protein coding gene
TGME49_266730	TGME49_chrIX	TGME49_chrIX:993,261..999,946(-)	reverse	protein coding gene
TGME49_266740	TGME49_chrIX	TGME49_chrIX:988,243..992,603(-)	reverse	protein coding gene
TGME49_266750	TGME49_chrIX	TGME49_chrIX:981,745..988,282(+)	forward	protein coding gene
TGME49_266760	TGME49_chrIX	TGME49_chrIX:975,669..979,204(-)	reverse	protein coding gene
TGME49_266760	TGME49_chrIX	TGME49_chrIX:975,669..979,204(-)	reverse	protein coding gene
TGME49_266770	TGME49_chrIX	TGME49_chrIX:972,950..975,414(+)	forward	protein coding gene
TGME49_266785	TGME49_chrIX	TGME49_chrIX:965,954..971,506(-)	reverse	protein coding gene
TGME49_266800	TGME49_chrIX	TGME49_chrIX:958,794..965,490(+)	forward	protein coding gene
TGME49_266810	TGME49_chrIX	TGME49_chrIX:952,574..957,361(+)	forward	protein coding gene
TGME49_266830	TGME49_chrIX	TGME49_chrIX:933,659..952,177(-)	reverse	protein coding gene
TGME49_266840	TGME49_chrIX	TGME49_chrIX:929,379..932,487(-)	reverse	protein coding gene
TGME49_266850	TGME49_chrIX	TGME49_chrIX:926,162..929,913(+)	forward	protein coding gene
TGME49_266860	TGME49_chrIX	TGME49_chrIX:920,722..923,034(-)	reverse	protein coding gene
TGME49_266870	TGME49_chrIX	TGME49_chrIX:918,373..920,820(+)	forward	protein coding gene
TGME49_266880	TGME49_chrIX	TGME49_chrIX:915,352..918,285(+)	forward	protein coding gene
TGME49_266890	TGME49_chrIX	TGME49_chrIX:910,588..915,187(+)	forward	protein coding gene
TGME49_266900	TGME49_chrIX	TGME49_chrIX:907,832..910,608(+)	forward	protein coding gene
TGME49_266910	TGME49_chrIX	TGME49_chrIX:904,565..907,872(-)	reverse	protein coding gene
TGME49_266920	TGME49_chrIX	TGME49_chrIX:897,832..906,258(+)	forward	protein coding gene
TGME49_266930	TGME49_chrIX	TGME49_chrIX:889,795..896,075(+)	forward	protein coding gene
TGME49_266940	TGME49_chrIX	TGME49_chrIX:884,104..889,628(-)	reverse	protein coding gene
TGME49_266950	TGME49_chrIX	TGME49_chrIX:873,447..883,286(+)	forward	protein coding gene
TGME49_266960	TGME49_chrIX	TGME49_chrIX:868,698..871,431(-)	reverse	protein coding gene
TGME49_266970	TGME49_chrIX	TGME49_chrIX:864,250..867,542(+)	forward	protein coding gene
TGME49_266980	TGME49_chrIX	TGME49_chrIX:862,242..864,169(-)	reverse	protein coding gene
TGME49_266990	TGME49_chrIX	TGME49_chrIX:850,333..862,594(+)	forward	protein coding gene
TGME49_267000	TGME49_chrIX	TGME49_chrIX:850,298..851,555(-)	reverse	protein coding gene
TGME49_267010	TGME49_chrIX	TGME49_chrIX:848,109..848,992(+)	forward	protein coding gene
TGME49_267020	TGME49_chrIX	TGME49_chrIX:842,394..848,279(+)	forward	protein coding gene
TGME49_267030	TGME49_chrIX	TGME49_chrIX:817,181..840,360(+)	forward	protein coding gene
TGME49_267040	TGME49_chrIX	TGME49_chrIX:808,641..816,947(-)	reverse	protein coding gene
TGME49_267045	TGME49_chrIX	TGME49_chrIX:805,635..808,462(+)	forward	protein coding gene
TGME49_267050	TGME49_chrIX	TGME49_chrIX:801,690..805,452(+)	forward	protein coding gene
TGME49_267060	TGME49_chrIX	TGME49_chrIX:798,243..800,520(+)	forward	protein coding gene
TGME49_267070	TGME49_chrIX	TGME49_chrIX:795,122..798,043(-)	reverse	protein coding gene
TGME49_267080	TGME49_chrIX	TGME49_chrIX:788,255..795,439(+)	forward	protein coding gene
TGME49_267090	TGME49_chrIX	TGME49_chrIX:783,884..786,559(+)	forward	protein coding gene
TGME49_267100	TGME49_chrIX	TGME49_chrIX:774,868..781,787(-)	reverse	protein coding gene
TGME49_267110	TGME49_chrIX	TGME49_chrIX:772,752..772,823(-)	reverse	ncRNA gene
TGME49_267120	TGME49_chrIX	TGME49_chrIX:769,597..772,457(-)	reverse	protein coding gene
TGME49_267130	TGME49_chrIX	TGME49_chrIX:767,523..769,456(+)	forward	protein coding gene
TGME49_267140	TGME49_chrIX	TGME49_chrIX:764,974..766,625(+)	forward	protein coding gene
TGME49_267150	TGME49_chrIX	TGME49_chrIX:760,690..762,902(+)	forward	protein coding gene
TGME49_267160	TGME49_chrIX	TGME49_chrIX:756,732..758,164(-)	reverse	protein coding gene
TGME49_267270	TGME49_chrIX	TGME49_chrIX:745,456..755,246(+)	forward	protein coding gene
TGME49_267280	TGME49_chrIX	TGME49_chrIX:739,561..746,124(-)	reverse	protein coding gene
TGME49_267290	TGME49_chrIX	TGME49_chrIX:737,403..738,469(+)	forward	protein coding gene
TGME49_267300	TGME49_chrIX	TGME49_chrIX:731,861..737,899(-)	reverse	protein coding gene
TGME49_267330	TGME49_chrIX	TGME49_chrIX:710,521..717,043(+)	forward	protein coding gene
TGME49_267340	TGME49_chrIX	TGME49_chrIX:708,415..710,403(-)	reverse	protein coding gene
TGME49_267350	TGME49_chrIX	TGME49_chrIX:704,763..707,134(-)	reverse	protein coding gene
TGME49_267360	TGME49_chrIX	TGME49_chrIX:696,580..704,545(+)	forward	protein coding gene
TGME49_267370	TGME49_chrIX	TGME49_chrIX:682,387..694,759(+)	forward	protein coding gene
TGME49_267380	TGME49_chrIX	TGME49_chrIX:679,185..682,212(-)	reverse	protein coding gene
TGME49_267390	TGME49_chrIX	TGME49_chrIX:675,741..679,260(+)	forward	protein coding gene
TGME49_267400	TGME49_chrIX	TGME49_chrIX:674,249..675,573(-)	reverse	protein coding gene
TGME49_267410	TGME49_chrIX	TGME49_chrIX:667,842..673,513(-)	reverse	protein coding gene
TGME49_267420	TGME49_chrIX	TGME49_chrIX:663,750..667,115(-)	reverse	protein coding gene
TGME49_267430	TGME49_chrIX	TGME49_chrIX:656,339..663,537(+)	forward	protein coding gene
TGME49_267435	TGME49_chrIX	TGME49_chrIX:654,366..655,370(+)	forward	protein coding gene
TGME49_267440	TGME49_chrIX	TGME49_chrIX:649,386..654,510(-)	reverse	protein coding gene
TGME49_267450	TGME49_chrIX	TGME49_chrIX:635,905..649,565(+)	forward	protein coding gene
TGME49_267460	TGME49_chrIX	TGME49_chrIX:627,666..633,326(+)	forward	protein coding gene
TGME49_267470	TGME49_chrIX	TGME49_chrIX:624,300..626,609(+)	forward	protein coding gene
TGME49_267480	TGME49_chrIX	TGME49_chrIX:613,728..624,548(-)	reverse	protein coding gene
TGME49_267490	TGME49_chrIX	TGME49_chrIX:613,017..616,554(+)	forward	protein coding gene
TGME49_267500	TGME49_chrIX	TGME49_chrIX:610,203..612,491(+)	forward	protein coding gene
TGME49_267510	TGME49_chrIX	TGME49_chrIX:604,280..609,797(-)	reverse	protein coding gene
TGME49_267520	TGME49_chrIX	TGME49_chrIX:602,300..603,555(+)	forward	protein coding gene
TGME49_267530	TGME49_chrIX	TGME49_chrIX:598,703..601,106(-)	reverse	protein coding gene
TGME49_267540	TGME49_chrIX	TGME49_chrIX:586,950..596,470(-)	reverse	protein coding gene
TGME49_267550	TGME49_chrIX	TGME49_chrIX:577,690..585,560(+)	forward	protein coding gene
TGME49_267560	TGME49_chrIX	TGME49_chrIX:569,654..575,808(+)	forward	protein coding gene
TGME49_267570	TGME49_chrIX	TGME49_chrIX:560,006..569,170(-)	reverse	protein coding gene
TGME49_267580	TGME49_chrIX	TGME49_chrIX:550,392..554,122(+)	forward	protein coding gene
TGME49_267585	TGME49_chrIX	TGME49_chrIX:547,355..549,161(+)	forward	protein coding gene
TGME49_267590	TGME49_chrIX	TGME49_chrIX:533,542..546,021(+)	forward	protein coding gene
TGME49_267600	TGME49_chrIX	TGME49_chrIX:521,756..530,839(-)	reverse	protein coding gene
TGME49_267610	TGME49_chrIX	TGME49_chrIX:520,570..521,539(-)	reverse	protein coding gene
TGME49_267620	TGME49_chrIX	TGME49_chrIX:511,479..521,420(+)	forward	protein coding gene
TGME49_267642	TGME49_chrIX	TGME49_chrIX:507,882..510,193(-)	reverse	protein coding gene
TGME49_267650	TGME49_chrIX	TGME49_chrIX:493,418..507,629(-)	reverse	protein coding gene
TGME49_267660	TGME49_chrIX	TGME49_chrIX:478,902..493,279(+)	forward	protein coding gene
TGME49_267670	TGME49_chrIX	TGME49_chrIX:471,264..477,847(+)	forward	protein coding gene
TGME49_267680	TGME49_chrIX	TGME49_chrIX:459,845..469,894(+)	forward	protein coding gene
TGME49_267690	TGME49_chrIX	TGME49_chrIX:446,122..459,416(+)	forward	protein coding gene
TGME49_267700	TGME49_chrIX	TGME49_chrIX:443,706..445,936(-)	reverse	protein coding gene
TGME49_267710	TGME49_chrIX	TGME49_chrIX:426,939..442,690(+)	forward	protein coding gene
TGME49_267720	TGME49_chrIX	TGME49_chrIX:409,066..423,354(+)	forward	protein coding gene
TGME49_267725	TGME49_chrIX	TGME49_chrIX:405,820..407,899(+)	forward	protein coding gene
TGME49_267730	TGME49_chrIX	TGME49_chrIX:398,540..402,362(-)	reverse	protein coding gene
TGME49_267740	TGME49_chrIX	TGME49_chrIX:395,482..397,805(+)	forward	protein coding gene
TGME49_267750	TGME49_chrIX	TGME49_chrIX:383,284..393,670(+)	forward	protein coding gene
TGME49_267760	TGME49_chrIX	TGME49_chrIX:373,530..381,868(+)	forward	protein coding gene
TGME49_267775	TGME49_chrIX	TGME49_chrIX:363,470..371,554(+)	forward	protein coding gene
TGME49_267790	TGME49_chrIX	TGME49_chrIX:358,250..363,299(-)	reverse	protein coding gene
TGME49_267800	TGME49_chrIX	TGME49_chrIX:345,721..358,576(+)	forward	protein coding gene
